Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Napoléon,333,French,"A biopic of Napoleon Bonaparte, tracing the Corsican's career from his schooldays (where a snowball fight is staged like a military campaign) to his flight from Corsica, through the French Revolution (where a real storm is intercut with a political storm) and the Terror, culminating in his triumphant invasion of Italy in 1797.",1927,"Drama, History, War","french revolution, biography, black and white, political campaign, silent film, french impressionism","Edmond van Daële, Antonin Artaud, Vladimir Roudenko, Alexandre Koubitzky, Albert Dieudonné",Abel Gance,,,,"Société Westi, Ciné France, Films Abel Gance, Isepa-Wengeroff Film, Pathé Consortium Cinéma, Société générale des films",Unknown
Trolley Troubles,6,English,"Oswald the trolley conductor gets stopped in the tracks by a cow who refuses to move. He then faces a steep hill, which the trolley has trouble with. When it finally gets over the hill, the trolley speeds wildly out of control. Can Oswald's lucky rabbit's foot save him?",1927,Animation,"silent film, short film",,Walt Disney,Disney Plus ,,,Walt Disney Studio,Unknown
"Fireman, Save My Child",60,English,"Two firemen must put up with a variety of travails in their job, especially their chief's spoiled and bratty daughter, who keeps turning in false alarms whenever she needs some heavy lifting done so that she can get the responding firemen to do it.",1927,Comedy,None,"Raymond Hatton, Tom Kennedy, Josephine Dunn, Roland Drew, Wallace Beery",A. Edward Sutherland,,,,"Paramount Famous Lasky Corporation, Paramount",Unknown
Winners Of The Wilderness,68,English,During the French and Indian War the Indians under Pontiac kidnap Rene. Colonel O'Hara hopes to rescue and wed her.,1927,"Drama, War, History",french and indian war,"Edward Connelly, Tim McCoy, Joan Crawford, Louise Lorraine, Roy D'Arcy",W.S. Van Dyke,,,,Metro-Goldwyn-Mayer,Unknown
The Gaucho,95,English,"A girl is saved by a miracle after she falls from a cliff in the Argentine Andes, and is blessed with healing powers. A shrine is built on the site, and a whole city grows around it, rich with gold from the grateful worshipers. Ruiz, an evil and sadistic general, captures the city, confiscates the gold, and closes the shrine. But the Gaucho, the charismatic leader of a band of outlaws, comes to the rescue.",1927,"Action, Adventure","miracle, argentina, religion, silent film, swashbuckler, healing power, andes mountains","Gustav von Seyffertitz, Douglas Fairbanks, Eve Southern, Michael Vavitch, Lupe Vélez",F. Richard Jones,,,,"United Artists, Elton Corporation",Unknown
"Oh, Teacher!",6,English,"Oswald's sweetheart is stolen by a schoolyard bully, so he has to fight him during recess to win her back.",1927,Animation,"silent film, short film",,Walt Disney,,,,Walt Disney Studio,Unknown
Putting Pants on Philip,19,English,Pompous J. Piedmont Mumblethunder greets his nephew from Scotland who arrives in kilts. He is immediately taken to a tailor for a pair of proper pants.,1927,Comedy,"scotland, kilt, black and white, tailor, silent film, short film","Stan Laurel, Oliver Hardy, Don Bailey, Chester A. Bachman, Sam Lufkin",Clyde Bruckman,,,,Hal Roach Studios,Unknown
The Show,76,English,"Cock Robin is the swaggering ballyhoo man of a Hungarian sideshow known as the Palace of Illusions. The highlight of the show is a reenactment of Salome's dance of the seven veils, replete with the beheading of Jokanaan. The performer portraying Salome is in love with Cock Robin. Jealous, sinister The Greek is determined to eliminate that competition.",1927,"Drama, Romance","robbery, budapest, hungary, giant lizard, womanizer, thief, murder, silent film, attic, sideshow, freaks, cad, flirtation, blind man, shamelessness, sideshow performers, gullibility, nearby prison, ballyhoo man, hiding out","John Gilbert, Lionel Barrymore, Edward Connelly, Gertrude Short, Renée Adorée",Tod Browning,,"Apple TV, Amazon Video ","Apple TV, Amazon Video ",Metro-Goldwyn-Mayer,Unknown
The Love of Jeanne Ney,113,German,"In the Crimea, the Reds and the Whites aren't done fighting, and Jeanne discovers that the man she loves is a Bolshevik (when he kills her father). Penniless, she returns to Paris where she works for her uncle. Soon after, her lover Andreas is in France to organize the sailors in Toulon. So also is a thief, traitor, and libertine, Khalibiev, who wants to seduce Jeanne. His schemes, Jeanne and Andreas's naivete, and a lost diamond bring the lovers to the brink of tragedy.",1927,Drama,"diamond, communist, thief, murder, death","Brigitte Helm, Fritz Rasp, Édith Jéhanne, Uno Henning, Sig Arno",G.W. Pabst,"FlixFling, IndieFlix ","Amazon Video, FlixFling ","Amazon Video, FlixFling, Kino Now ",UFA,Unknown
Call of the Cuckoo,18,English,Mishaps befall a new home owner located next door to an insane asylum.,1927,Comedy,"black and white, silent film, short film","Stan Laurel, Oliver Hardy, Max Davidson, Spec O'Donnell, Lillian Elliott",Clyde Bruckman,,,,Hal Roach Studios,Unknown
Fiddlesticks,20,English,"Harry will do anything to be a musician, but it takes a junk collector to discover his hidden talents.",1927,Comedy,"musician, silent film","Anna Dodge, Vernon Dent, Leo Sulky, Harry Langdon, Jack Murphy",Harry Edwards,,,,Mack Sennett Comedies,Unknown
El sendero gris,0,English,,1927,Drama,"mexico, black and white, silent film","Carlos Reyes del Callejo, Adela Sequeyro",Jesús Cárdenas,,,,American Film Corporation,Unknown
All Wet,7,English,"Oswald takes a job as a lifeguard to keep an eye on Miss Rabbit, who in turn stages a boating accident hoping Oswald will come to save her.",1927,Animation,"silent film, short film",,"Walt Disney, Ub Iwerks",Disney Plus ,,,Walt Disney Studio,Unknown
The Way of All Pants,9,English,"A man delivering a pair of trousers loses his own pants, setting off a chaotic sequence of events.",1927,Comedy,short film,"Tom Dugan, Frank Leigh, Charley Chase, Hazel Howell, Edna Marion","F. Richard Jones, Leo McCarey",,,,Hal Roach Studios,Unknown
The Small Bachelor,0,English,"What must a man do in order to put an end to his bachelorhood? For George Finch, one of nature's white mice and probably the worst artist ever to put brush to canvas, there are many obstacles. Undoubtedly the greatest is his beloved Molly's fearsome stepmother, Mrs. Waddington, who has her eye on an eligible English lord for a son-in-law. Luckily, George has an ally in sharp-witted Hamilton Beamish, an old family friend of the Waddingtons, not to mention George's butler, Mullett, and his light-fingered girlfriend, Fanny, whose valuable skills are of particular interest to the would-be father-in-law.",1927,"Romance, Drama",None,"Barbara Kent, Gertrude Astor, George Beranger, George Davis, Carmelita Geraghty",William A. Seiter,,,,Universal Pictures,Unknown
The Dove,90,English,"Norma Talmadge plays a Mexican saloon singer, known as 'The Dove.' She is romanced by a young caballero and menaced by a Villa-like brute of a dictator, played by Noah Beery.",1927,Romance,"partially lost film, caballero","Noah Beery, Harry Myers, Eddie Borden, Norma Talmadge, Gilbert Roland",Roland West,,,,Norma Talmadge Film Corporation,Unknown
Figures Don't Lie,0,English,"Figures Don't Lie is a showcase for the physical charms of lovely Esther Ralston, who in one scene proves the accuracy of the title by donning a fetching one-piece bathing suit. The main story concerns wise-guy insurance salesman Richard Arlen, who through a combination of hard work and sheer gall lands a job as sales manager. But he can't land heroine Ralston, who has remained cool to his charms ever since he tried to make a play for her on the street.",1927,"Comedy, Romance","jealousy, picnic","Doris Hill, Esther Ralston, Richard Arlen, Blanche Payson, Ford Sterling",A. Edward Sutherland,,,,Paramount Famous Lasky Corporation,Unknown
Slipping Wives,23,English,"Neglected by her husband, our heroine decides to make him jealous by getting the handyman to play a literary genius at a party and flirt with her.",1927,Comedy,"jealousy, cat, black and white, silent film, short film","Stan Laurel, Oliver Hardy, Herbert Rawlinson, Priscilla Dean, Albert Conti",Fred Guiol,,,,Hal Roach Studios,Unknown
"Sailors, Beware!",20,English,"A con artist and a midget dressed as her infant son, are unmasked aboard a ship by a steward.",1927,Comedy,"black and white, silent film, short film","Stan Laurel, Oliver Hardy, Tiny Sandford, Gustav Schaffrath, Anita Garvin","Hal Yates, Hal Roach",,,,Hal Roach Studios,Unknown
