Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Dragon Ball Z: Wrath of the Dragon,51,Japanese,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,1995,"Animation, Action, Science Fiction","martial arts, based on manga, martial artist, anime","Mayumi Tanaka, Hiromi Tsuru, Takeshi Kusao, Masako Nozawa, Masaharu Sato",Mitsuo Hashimoto,"Crunchyroll, Funimation Now ",Apple TV ,Apple TV ,"Toei Company, Bird Studios, Toei Animation",Unknown
All Things Fair,125,Swedish,"Stig is a 15-year-old pupil of 37-year-old teacher Viola. He is attracted by her beauty and maturity while she is drawn to him by his youth and innocence, a godsent relief from her drunk and miserable husband.",1995,"Drama, Romance, War","high school, jealousy, world war ii, older woman seduces younger guy, alcoholism, cheat on husband, teacher, older woman younger man relationship, teachers and students, 1940s","Karin Huldt, Tomas von Brömssen, Nina Gunke, Marika Lagercrantz, Johan Widerberg",Bo Widerberg,,,,"Per Holst Filmproduktion, Det Danske Filminstitut, Nordisk Film & TV Fond, Svenska Filminstitutet, Egmont Film, TV 2, SVT Drama",Unknown
Twelve Monkeys,129,English,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",1995,"Science Fiction, Thriller, Mystery","biological weapon, philadelphia, pennsylvania, schizophrenia, stockholm syndrome, airplane, underground, insanity, asylum, paranoia, prison cell, dystopia, pimp, lion, post-apocalyptic future, time travel, florida keys, mental breakdown, past, dormitory, insane asylum, cockroach, volunteer, drug use, flashback, remake, psychiatric hospital, jail, mental institution, alternate history, disease, lethal virus, paradox, psychiatrist, monkey, epidemic, trapped, falling down stairs, street life, nonlinear timeline, medical research, tooth, pantyhose, gas mask, psychosis, child's point of view, subterranean, virus, recurring dream, 1990s, escaped animal, future noir, 2030s, cassandra syndrome, bullet, endless loop, stream, vivisection, nude pantyhose, microbiologist, real movie shown in fictional situation, kick in face, eating spider, reference to houdini, abandoned theater, tied to a bed, psychiatric care, hiding in a barn, reference to cassandra, biblical quote, person in a car trunk, watching a movie, world war one, lab animal, cassandra complex","Christopher Plummer, Madeleine Stowe, Brad Pitt, David Morse, Bruce Willis",Terry Gilliam,Starz Apple TV Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions",Unknown
Dangerous Minds,99,English,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",1995,Drama,"high school, california, rap music, karate, naval officer, teacher, based on memoir or autobiography, amusement park, schoolteacher","George Dzundza, Robin Bartlett, Courtney B. Vance, Michelle Pfeiffer, Beatrice Winde",John N. Smith,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Don Simpson/Jerry Bruckheimer Films, Hollywood Pictures, Via Rosa Productions",Unknown
While You Were Sleeping,103,English,"A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",1995,"Romance, Comedy","chicago, illinois, coma, sibling relationship, love of one's life, brother, subway, romantic comedy, man of one's dreams, hospital, christmas","Peter Gallagher, Jack Warden, Bill Pullman, Peter Boyle, Sandra Bullock",Jon Turteltaub,Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Caravan Pictures, Hollywood Pictures",Unknown
Nick of Time,89,English,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.,1995,"Thriller, Crime, Action","assassination, politics, los angeles, california","Roma Maffia, Johnny Depp, Charles S. Dutton, Courtney Chase, Christopher Walken",John Badham,Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Paramount,Unknown
Halloween: The Curse of Michael Myers,88,English,"Six years after being kidnapped by a cult, Jamie tries to escape the clutches of her serial killer uncle, Michael Myers.",1995,"Horror, Thriller","escape, psychopath, mass murder, halloween, attempt to escape, escape agent, sequel, murder, slasher, doctor, niece, death, evil, psychiatric ward, murder hunt, halloween night, holiday horror","Paul Rudd, Mitchell Ryan, Kim Darby, Marianne Hagan, Donald Pleasence",Joe Chappelle,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Roku Premium Channel, MGM Plus Roku Premium Channel, MGM Plus ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Halloween VI Productions, Nightfall Productions, Trancas International Films, Dimension Films",Unknown
Pocahontas,81,English,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",1995,"Adventure, Animation, Family, Romance","princess, culture clash, colony, forbidden love, musical, gold rush, native american, colonisation, virginia, star crossed lovers, intercultural relationship, based on myths, legends or folklore, 17th century, shamanism, animal sidekick","Irene Bedard, David Ogden Stiers, Christian Bale, Mel Gibson, John Kassir","Eric Goldberg, Mike Gabriel",Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Walt Disney Pictures, Walt Disney Feature Animation",https://movies.disney.com/pocahontas
Assassins,132,English,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",1995,"Action, Adventure, Crime, Thriller","rescue, cia, hitman, cat, bank, mexican standoff, seattle, washington, mission of murder, hidden camera, rivalry, shootout, police chase, sniper rifle, detroit, michigan, silencer, double cross, caribbean sea","Anatoli Davydov, Antonio Banderas, Sylvester Stallone, Julianne Moore, Muse Watson",Richard Donner,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Dino De Laurentiis Company, Silver Pictures, Evansgideon/Lazar, Warner Bros. Pictures, Canal+, Donner/Shuler-Donner Productions",Unknown
Species,108,English,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",1995,"Science Fiction, Horror, Action","genetics, telepathy, paranoia, dna, transformation, instinct, alien, femme fatale, decapitation, on the run, sexual attraction, los angeles, california, creature, scientist, sexual desire, cocoon, genetic engineering, interspecies romance, alien dna","Natasha Henstridge, Marg Helgenberger, Alfred Molina, Ben Kingsley, Michael Madsen",Roger Donaldson,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Metro-Goldwyn-Mayer, Frank Mancuso Jr. Productions, MGM, United Artists",Unknown
