Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Brannigan,111,English,Jim Brannigan is sent to London to bring back an American mobster who is being held for extradition but when he arrives he has been kidnapped which was set up by his lawyer. Brannigan in his American Irish way brings American law to the people of Scotland Yard in order to recapture this mobster with both a price tag on his head and a stuffy old London cop to contend with.,1975,"Action, Crime, Drama, Thriller","london, england, scotland yard, cop","John Vernon, Judy Geeson, Mel Ferrer, Richard Attenborough, John Wayne",Douglas Hickox,"TCM, ScreenPix Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Levy-Gardner-Laven, Wellborn",Unknown
The Hindenburg,125,English,"Colonel Franz Ritter, a former hero pilot now working for military intelligence, is assigned to the great Hindenburg airship as its chief of security. As he races against the clock to uncover a possible saboteur aboard the doomed zeppelin he finds that any of the passengers and crew could be the culprit.",1975,"History, Thriller, Drama","airship, disaster, dirigible","Anne Bancroft, William Atherton, Roy Thinnes, Gig Young, George C. Scott",Robert Wise,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","The Filmakers Group, Universal Pictures",Unknown
Funny Lady,136,English,"Famous singer Fanny Brice has divorced her first husband Nicky Arnstein. During the Great Depression she has trouble finding work as an artist, but meets Billy Rose, a newcomer who writes lyrics and owns a nightclub.",1975,"Comedy, Drama, Romance","new york city, singer, female protagonist","Barbra Streisand, Roddy McDowall, Ben Vereen, Omar Sharif, James Caan",Herbert Ross,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Columbia Pictures, Rastar Productions",Unknown
Rooster Cogburn,107,English,"After a band of drunken thugs overruns a small Indian Nation town, killing Minister Goodnight and raping the women folk, Eula Goodnight enlists the aid of Marshal Cogburn to hunt them down and bring her father's killers to justice.",1975,"Adventure, Drama, Western","gunslinger, sequel, battle","Katharine Hepburn, Anthony Zerbe, Richard Jordan, John McIntire, John Wayne",Stuart Millar,"Starz Apple TV Channel, Starz Roku Premium Channel, Starz, Starz Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Universal Pictures, Hal Wallis Productions",Unknown
Emmanuelle: The Joys of a Woman,84,French,"Emmanuelle returns to her husband in Hong Kong and proceeds to have several extramarital affairs -- with his knowledge, of course. Her husband's lover and American guest are both very puzzled by their openness.",1975,"Drama, Romance","1970s, open relationship, erotic movie","Henri Czarniak, Frédéric Lagache, Umberto Orsini, Sylvia Kristel, Catherine Rivet",Francis Giacobetti,,,,Trinacra Films,Unknown
The Lost Honor of Katharina Blum,104,German,"After a chance encounter with a wanted man, a woman is harassed by the police and press until she takes violent action.",1975,Drama,"shadowing, communist, cologne, germany, yellow press, 1970s, investigation, carnival, calumny, glory, press freedom, terrorism, police harassment, woman director, social issues, pressure from the press, new german cinema, intimidation by police, instigation, guilt by association","Angela Winkler, Jürgen Prochnow, Heinz Bennent, Dieter Laser, Mario Adorf","Volker Schlöndorff, Margarethe von Trotta","Max Amazon Channel, Criterion Channel ",,,"WDR, Neue Bioskop Film, Paramount-Orion Filmproduktion",Unknown
Three Days of the Condor,117,English,"A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",1975,"Thriller, Mystery","cia, office, conspiracy, condor, christmas, political thriller","Max von Sydow, Cliff Robertson, Faye Dunaway, Robert Redford, John Houseman",Sydney Pollack,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, MGM Plus Roku Premium Channel, MGM Plus ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Dino De Laurentiis Company, Paramount, Tom Ward Enterprises, Wildwood Enterprises",Unknown
The Eiger Sanction,129,English,"A classical art professor and collector, who doubles as a professional assassin, is coerced out of retirement to avenge the murder of an old friend.",1975,"Action, Adventure, Drama","art collector, assassin, based on novel or book, hitman, espionage, secret intelligence service, switzerland, mountain climbing, alps mountains, swiss alps, spy ring, rock climbing, college professor, spy thriller, american southwest, art collection, art historian, retired assassin, monument valley, zion national park","Jack Cassidy, Vonetta McGee, Heidi Brühl, George Kennedy, Clint Eastwood",Clint Eastwood,Starz Apple TV Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Universal Pictures, Malpaso Productions",Unknown
One Flew Over the Cuckoo's Nest,133,English,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",1975,Drama,"mentally disabled, friendship, based on novel or book, nurse, lunatic asylum, insane asylum, oregon, usa, hospital, medication, female villain, shock treatment","Danny DeVito, William Redfield, Louise Fletcher, Brad Dourif, Jack Nicholson",Miloš Forman,Showtime Apple TV Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Fantasy Films, United Artists",Unknown
Crazy Mama,83,English,"Melba Stokes, her mother Sheba and daughter Cheryl embark on a crime spree after their California beauty parlor is repossessed. Their destination is Arkansas, where the three generations of women want to reclaim the family farm.",1975,"Crime, Action, Comedy","robbery, hold-up robbery, arkansas, bank robbery, cross country, repossession, crime spree, botched robbery, rich vs poor, three generations","Stuart Whitman, Don Most, Jim Backus, Ann Sothern, Cloris Leachman",Jonathan Demme,,Amazon Video ,Amazon Video ,"New World Pictures, New World",Unknown
