Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Les Misérables,158,English,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",2012,"History, Drama","rebellion, army, robbery, france, based on novel or book, love triangle, love at first sight, brothel, mayor, french revolution, musical, arrest, based on play or musical, barricade, wedding, prostitution, falling in love, corpse, parole, convict, forced prostitution, police inspector, girl disguised as boy, historical drama, 19th century, out of wedlock child, historical romance, death of a child, abusive family, corrupt businessman","Sacha Baron Cohen, Amanda Seyfried, Russell Crowe, Hugh Jackman, Anne Hathaway",Tom Hooper,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Universal Pictures, Working Title Films, Cameron Mackintosh Ltd., Relativity Media, Working Title Films",http://www.lesmiserablesfilm.com
The Guilt Trip,95,English,An inventor and his mom hit the road together so he can sell his latest invention.,2012,Comedy,"mother, inventor, parent child relationship, road trip, guilt, woman director","Barbra Streisand, Colin Hanks, Yvonne Strahovski, Brett Cullen, Seth Rogen",Anne Fletcher,Showtime Apple TV Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Paramount, Skydance Media, Michaels-Goldwyn",Unknown
Wrong Turn 5: Bloodlines,91,English,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.",2012,"Horror, Thriller","small town, mutant, halloween, forest, west virginia, sequel, slasher, cannibal, police officer, survival horror, voyeur, power plant","Paul Luebke, Camilla Arfwedson, Doug Bradley, Roxanne McKee, Borisa Tyutyundzhieva",Declan O'Brien,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Summit Entertainment, Constantin Film",Unknown
The Avengers,143,English,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012,"Science Fiction, Action, Adventure","new york city, superhero, shield, based on comic, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)","Chris Hemsworth, Scarlett Johansson, Mark Ruffalo, Chris Evans, Robert Downey Jr.",Joss Whedon,Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Marvel Studios,https://www.marvel.com/movies/the-avengers
One Piece Film: Z,108,Japanese,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",2012,"Animation, Fantasy, Action, Adventure","pirate, fighting, super power, shounen, anime","Mayumi Tanaka, Hiroaki Hirata, Akemi Okamura, Kappei Yamaguchi, Kazuya Nakai",Tatsuya Nagamine,"Netflix, Netflix basic with Ads ","Apple TV, Vudu, Microsoft Store ","Apple TV, Vudu, Microsoft Store ","Toei Animation, Yasahi-Mation Productions, Toei Company",Unknown
The Grey,117,English,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",2012,"Drama, Thriller, Action, Adventure","wolf, alaska, airplane crash, struggle for survival, based on short story, male camaraderie, aftercreditsstinger, wolf pack, american wilderness, grieving man, father son relationship, wolf hunter","Dermot Mulroney, Nonso Anozie, Dallas Roberts, Liam Neeson, Frank Grillo",Joe Carnahan,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Open Road Films, Scott Free Productions, 1984 Private Defense Contractors, Inferno Distribution, Chambara Pictures, LD Entertainment",http://www.thegreythemovie.com/
Pitch Perfect,112,English,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",2012,"Comedy, Music, Romance","competition, roommate, college, female friendship, misfit, hazing, university, audition, group of friends, dorm room, bickering, dj, singing competition, film score, young adult, acapella, music movie","Anna Camp, Ester Dean, Brittany Snow, Rebel Wilson, Anna Kendrick",Jason Moore,"Amazon Prime Video, fuboTV, USA Network ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Brownstone Productions, Gold Circle Films, Universal Pictures",http://www.pitchperfectmovie.com/
Mirror Mirror,106,English,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",2012,"Adventure, Comedy, Family, Fantasy","fairy tale, villainess, attempted murder, black magic, insecurity, snow kingdom, evil queen, enchantress, financial problem, evil plot, duringcreditsstinger","Julia Roberts, Martin Klebba, Armie Hammer, Lily Collins, Nathan Lane",Tarsem Singh,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Redbox, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Redbox ","Misher Films, Relativity Media, Yucaipa Films, Goldmann Pictures, RAT Entertainment, Misha Films",Unknown
Journey 2: The Mysterious Island,94,English,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",2012,"Adventure, Action, Science Fiction","mission, giant lizard, missing person, duringcreditsstinger","Dwayne Johnson, Luis Guzmán, Vanessa Hudgens, Josh Hutcherson, Michael Caine",Brad Peyton,USA Network ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Walden Media, New Line Cinema, Contrafilm, Warner Bros. Pictures",http://www.themysteriousisland.com/
Snow White and the Huntsman,127,English,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",2012,"Adventure, Fantasy, Drama","magic, immortality, fairy tale, queen, imprisonment, forest, deception, eternal youth, evil queen, evil stepmother, based on fairy tale, sorceress, live action remake","Charlize Theron, Chris Hemsworth, Kristen Stewart, Sam Claflin, Ian McShane",Rupert Sanders,"Starz Apple TV Channel, Starz Roku Premium Channel, Starz, Starz Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Universal Pictures, Roth Films",http://www.snowwhiteandthehuntsman.com/
The Twilight Saga: Breaking Dawn - Part 2,115,English,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",2012,"Adventure, Fantasy, Drama, Romance","based on novel or book, vampire, villainess, romance, teen movie, werewolf, supernatural creature, super strength, imprinting, cross breed, bloodsucker, grudge, chief of police, wolf pack, misinformation, seeing the future, based on young adult novel","Taylor Lautner, Robert Pattinson, Elizabeth Reaser, Peter Facinelli, Kristen Stewart",Bill Condon,"Hulu, Starz Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Summit Entertainment, Temple Hill Entertainment, Sunswept Entertainment, Lionsgate",Unknown
