Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Shoeshine,87,Italian,"At a track near Rome, shoeshine boys are watching horses run. Two of the boys Pasquale, an orphan, and Giuseppe, his younger friend are riding. The pair have been saving to buy a horse of their own to ride...",1946,Drama,"fortune teller, rome, italy, italy, black market, juvenile prison, orphan, juvenile delinquent, post world war ii, military police, shoeshine boy","Emilio Cigoli, Franco Interlenghi, Bruno Ortenzi, Rinaldo Smordoni, Annielo Mele",Vittorio De Sica,,"Amazon Video, Vudu ",Amazon Video ,Societa Cooperativa Alfa Cinematografica,Unknown
Solid Serenade,7,English,"Tom ties up Spike and sneaks into the courtyard of the glamorous Toodles Galore with his bass, hoping to woo her with his song, much to the annoyance of a sleeping Jerry.",1946,"Animation, Comedy, Romance",short film,"Buck Woods, Billy Bletcher, William Hanna","Joseph Barbera, William Hanna",,,,"Metro-Goldwyn-Mayer, MGM Cartoon Studio",Unknown
Bedlam,76,English,"London, 1761. St. Mary's of Bethlehem, a sinister madhouse, is visited by wealthy people who enjoy watching the patients confined there as if they were caged animals. Nell Bowen, one of the visitors, is horrified by the deplorable living conditions of the unfortunate inhabitants of this godforsaken place, better known as Bedlam.",1946,"Drama, Thriller","london, england, insane asylum, class differences, mental illness, 18th century, corrupt system, quakerism, mental health care, social prejudices","Glen Vernon, Richard Fraser, Anna Lee, Billy House, Boris Karloff",Mark Robson,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",RKO Radio Pictures,Unknown
The Locket,85,English,A dark personal secret drives a young woman to use every man she encounters.,1946,"Drama, Crime, Thriller","film noir, wedding","Robert Mitchum, Sharyn Moffett, Brian Aherne, Laraine Day, Gene Raymond",John Brahm,,,,RKO Radio Pictures,Unknown
Anna and the King of Siam,128,English,"In 1862, a young Englishwoman becomes royal tutor in Siam and befriends the King.",1946,"Drama, Romance","widow, bangkok, thailand, thailand, palace, harem, biography, king, governess, english teacher, 19th century, siam","Gale Sondergaard, Rex Harrison, Linda Darnell, Irene Dunne, Lee J. Cobb",John Cromwell,Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",20th Century Fox,Unknown
A Knight for a Day,7,English,"By accident, Cedric (Goofy), replaces his master, Sir Loinsteak, in the armor just before the joust with champion Sir Cumference.",1946,Animation,short film,"Jack Mather, Arch Denison, Pinto Colvig, June Foray, Billy Bletcher",Jack Hannah,Disney Plus ,,,Walt Disney Productions,Unknown
Two Sisters from Boston,112,English,"Abigail Chandler has written her stuffy Boston relatives that she's a successful opera singer in New York. In reality, she works at a burlesque house and is billed as High-C Susie. When her sister Martha comes for a visit, Abigail tries to hide the truth from her.",1946,"Comedy, Music","puritan, opera singer, burlesque dancer","June Allyson, Lauritz Melchior, Kathryn Grayson, Jimmy Durante, Peter Lawford",Henry Koster,,,,Metro-Goldwyn-Mayer,Unknown
The Killers,103,English,"Two hit men walk into a diner asking for a man called ""the Swede"". When the killers find the Swede, he's expecting them and doesn't put up a fight. Since the Swede had a life insurance policy, an investigator, on a hunch, decides to look into the murder. As the Swede's past is laid bare, it comes to light that he was in love with a beautiful woman who may have lured him into pulling off a bank robbery overseen by another man.",1946,"Crime, Mystery, Thriller","small town, new jersey, gas station, boxer, heist, femme fatale, film noir, murder, black and white, attempted robbery, insurance investigator, hemingway","Albert Dekker, Burt Lancaster, Edmond O'Brien, Ava Gardner, Sam Levene",Robert Siodmak,Criterion Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ",Universal Pictures,Unknown
Night and Day,128,English,"Swellegant and elegant. Delux and delovely. Cole Porter was the most sophisticated name in 20th-century songwriting. And to play him on screen, Hollywood chose debonair icon Cary Grant. Grant stars for the first time in color in this fanciful biopic. Alexis Smith plays Linda, whose serendipitous meetings with Porter lead to a meeting at the alter. More than 20 of his songs grace this tail of triumph and tragedy, with Grant lending is amiable voice to ""You're the Top"", ""Night and Day"" and more. Monty Woolley, a Yale contemporary of Porter, portrays himself. And Jane Wyman, Mary Martin, Eve Arden and others provide vocals and verve. Lights down. Curtain up. Showtune standards embraced by generations are yours to enjoy in ""Night and Day.""",1946,"Drama, Music","composer, world war i, musical, biography, broadway, modern dance, chorus girl, broadway musical, husband wife estrangement, song writing, musical theatre, contemporary dance, loss of legs, showtunes, biopic, dancing girls, busy husband, cole porter","Cary Grant, Ginny Simms, Monty Woolley, Jane Wyman, Alexis Smith",Michael Curtiz,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Warner Bros. Pictures,Unknown
The Hoodlum Saint,91,English,"A former reporter comes back home after serving in the army during World War I and finds that it's much more difficult to find work than he expected. Desperate, one day he crashes a wedding attended by many of the city's rich and powerful, meets a beautiful girl named Kay who turns out to be his ticket to meeting those rich and powerful people, and he soon manages to land a job on a newspaper. He gets caught up in the ""make money at all costs"" game but receives a rude awakening when the stock market crashes in 1929.",1946,"Drama, Music","woman reporter, stock market crash","James Gleason, Esther Williams, Angela Lansbury, Lewis Stone, William Powell",Norman Taurog,,,,Metro-Goldwyn-Mayer,Unknown
Great Expectations,118,English,"In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker.",1946,"Drama, Romance, History","london, england, based on novel or book, escaped convict, orphan, spinster, 19th century, benefactor","Jean Simmons, John Mills, Tony Wager, Bernard Miles, Valerie Hobson",David Lean,"Max, Max Amazon Channel, Criterion Channel, FlixFling, TCM ","Apple TV, Amazon Video, FlixFling ","Apple TV, Amazon Video, FlixFling ","Cineguild, J. Arthur Rank Organisation",Unknown
Behind Green Lights,64,English,"An unscrupulous private investigator with a penchant for blackmail is found dead in a car and the leading suspect is Janet Bradley, the daughter of a mayoral candidate. With the election just weeks away, shady and ruthless individuals muscle the medical officer into switching the corpse with another body. Lieutenant Sam Carson, one of the few good apples in the bunch must find a way to get to the bottom of it all.",1946,"Crime, Drama",film noir,"Mary Anderson, Carole Landis, William Gargan, Richard Crane, John Ireland",Otto Brower,"Amazon Prime Video, FlixFling, IndieFlix, FilmBox+ ","Amazon Video, FlixFling ","Amazon Video, FlixFling ",20th Century Fox,Unknown
From This Day Forward,95,English,"A young American soldier, with an honorable discharge, returns home from World War II to his bride, whom he married after a short courtship and has not seen for several years. The two come together with many trials and tribulations in trying to preserve their marriage in the post-war years.",1946,"Drama, Romance, War","marriage, post war, post world war ii, courtship","Wally Brown, Joan Fontaine, Rosemary DeCamp, Harry Morgan, Mark Stevens",John Berry,,,,RKO Radio Pictures,Unknown
Nobody Lives Forever,100,English,A con artist falls for the rich widow he's trying to fleece.,1946,"Crime, Drama, Romance","con man, film noir","George Coulouris, Geraldine Fitzgerald, Faye Emerson, Walter Brennan, John Garfield",Jean Negulesco,,"Apple TV, Amazon Video, Google Play Movies, YouTube ","Apple TV, Amazon Video, Google Play Movies, YouTube ",Warner Bros. Pictures,Unknown
Deadline at Dawn,83,English,A young Navy sailor has one night to find out why a woman was killed and he ended up with a bag of money after a drinking blackout.,1946,"Mystery, Thriller, Romance","new york city, blackout, film noir, sailor","Susan Hayward, Joseph Calleia, Paul Lukas, Osa Massen, Bill Williams",Harold Clurman,,,,RKO Radio Pictures,Unknown
Green for Danger,91,English,"In the midst of Nazi air raids, a postman dies on the operating table at a rural hospital. But was the death accidental?",1946,"Crime, Mystery","operation, police, bomb, nurse, england, detective, scotland yard, narration, world war ii, surgeon, postman, inspector, woods, film noir, murder, eccentric, hospital, black and white, doctor, operating room, murder investigation, murder mystery, anaesthesia","Rosamund John, Alastair Sim, Trevor Howard, Sally Gray, Leo Genn",Sidney Gilliat,Criterion Channel ,"Apple TV, Amazon Video ","Apple TV, Amazon Video ","Individual Pictures, J. Arthur Rank Organisation",Unknown
Shock,70,English,"In this thriller, psychiatrist Dr. Cross kills his wife and expects to get away with murder, until he discovers that the slaying was observed by a next-door neighbor, Janet Stewart. As Janet attempts to convince her husband of the doctor's dastardly deed, Cross shows up to advise him that Janet is in dire need of some in-depth counseling.",1946,"Drama, Horror, Thriller","infidelity, amnesia, nurse, murder, mental institution, mad doctor, psychiatrist, thunderstorm, held at gunpoint, treachery, woman in jeopardy, damsel in distress, shock treatment","Stephen Dunne, Anabel Shaw, Frank Latimore, Lynn Bari, Vincent Price",Alfred L. Werker,"fuboTV, Cultpix ",Amazon Video ,Amazon Video ,20th Century Fox,Unknown
Dragonwyck,103,English,"For Miranda Wells, moving to New York to live in Dragonwyck Manor with her rich cousin, Nicholas, seems like a dream. However, the situation gradually becomes nightmarish. She observes Nicholas' troubled relationship with his tenant farmers, as well as with his daughter, to whom Miranda serves as governess. Her relationship with Nicholas intensifies after his wife dies, but his mental imbalance threatens any hope of happiness.",1946,"Drama, Romance, Thriller","based on novel or book, poison, black and white, gothic, new york state, mental illness, farmer, connecticuit, class distinction, 19th century, land dispute, land rights, patroon","Gene Tierney, Glenn Langan, Vincent Price, Walter Huston, Anne Revere",Joseph L. Mankiewicz,,,,20th Century Fox,Unknown
Gates of the Night,100,French,"Paris, during the winter after its Liberation: Jean Diego meets up with his friend Raymond Lecuyer again. A tramp predicts Jean will meet the most beautiful girl in the world, and that same evening Jean meets Malou. But he soon discovers that her brother Guy was the one that gave his friend Raymond away to the Gestapo...",1946,"Drama, Romance","paris, france, post world war ii","Serge Reggiani, Yves Montand, Nathalie Nattier, Saturnin Fabre, Pierre Brasseur",Marcel Carné,Criterion Channel ,,,Société Nouvelle Pathé Cinéma,Unknown
A Night in Casablanca,85,English,"The Marx Brothers are employed at a hotel in postwar Casablanca, where a ring of Nazis is trying to recover a cache of stolen treasure.",1946,Comedy,"casino, nazi, black and white","Charles Drake, Chico Marx, Groucho Marx, Harpo Marx, Lois Collier",Archie Mayo,fuboTV ,Amazon Video ,Amazon Video ,"Loma Vista Productions, Castle Hill Productions, United Artists",Unknown
The Postman Always Rings Twice,113,English,"A married woman and a drifter fall in love, then plot to murder her husband.",1946,"Drama, Romance, Crime, Thriller","infidelity, based on novel or book, diner, femme fatale, film noir, murder, black and white, drifter","Cecil Kellaway, John Garfield, Hume Cronyn, Lana Turner, Leon Ames",Tay Garnett,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
Song of the South,94,English,Uncle Remus draws upon his tales of Br'er Rabbit to help little Johnny deal with his confusion over his parents' separation as well as his new life on the plantation.,1946,"Family, Animation","fox, slavery, story teller, plantation, georgia, racial segregation, brown bear, rabbit, southern, live action and animation, reconstruction era, child protagonist, former slave","Luana Patten, Bobby Driscoll, Ruth Warrick, James Baskett, Lucile Watson","Harve Foster, Wilfred Jackson",,,,Walt Disney Productions,Unknown
It's a Wonderful Life,130,English,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",1946,"Drama, Family, Fantasy","small town, angel, suicide attempt, holiday, bank, great depression, family business , nervous breakdown, old house, alternate reality, newlywed, magic realism, told in flashback, guardian angel, high school dance, christmas","Henry Travers, Lionel Barrymore, Thomas Mitchell, Donna Reed, James Stewart",Frank Capra,"Amazon Prime Video, Hoopla ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Liberty Films,Unknown
The Bandit of Sherwood Forest,86,English,"Robin Hood's swashbuckling son comes to the rescue when England's boy-king is captured by the evil, power-hungry William of Pembroke.",1946,"Adventure, Action, Fantasy",robin hood,"Cornel Wilde, Jill Esmond, Edgar Buchanan, Henry Daniell, Anita Louise","George Sherman, Henry Levin",,,,Columbia Pictures,Unknown
Duel in the Sun,144,English,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.",1946,"Western, Romance, Drama","brother, father, skinny dipping, family, death, half breed","Gregory Peck, Lionel Barrymore, Joseph Cotten, Jennifer Jones, Herbert Marshall",King Vidor,,,,"The Selznick Studio, Vanguard Films, United Artists",Unknown
The Harvey Girls,104,English,"On a train trip out west to become a mail-order bride, Susan Bradley meets a cheery crew of young women traveling out to open a ""Harvey House"" restaurant at a remote whistle-stop.",1946,"Music, Western, Romance, Comedy","saloon, waitress, restaurant, love letter, musical, mail order bride, train, saloon owner, dancehall girl, restaurant chain, saloon singer, saloon brawl, bar brawl, working women, charming hostess, friendship between women, group of young women, working girl, many beautiful girls, restaurant management, dancing girls, cheerful girl","Ray Bolger, John Hodiak, Angela Lansbury, Judy Garland, Preston Foster",George Sidney,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
Shadows Over Chinatown,64,English,"In San Francisco's Chinatown, Charlie helps two different people search for their missing relatives and uncovers a murder for insurance scheme.",1946,"Mystery, Comedy, Crime, Thriller",charlie chan,"John Gallaudet, Mantan Moreland, Tanis Chandler, Victor Sen Yung, Sidney Toler",Terry O. Morse,,Amazon Video ,Amazon Video ,Monogram Pictures,Unknown
The Jolson Story,128,English,"At the turn of the 20th century, young Asa Yoelson decides to go against the wishes of his cantor father and pursue a career in show business. Gradually working his way up through the vaudeville ranks, Asa — now calling himself Al Jolson — joins a blackface minstrel troupe and soon builds a reputation as a consummate performer. But as his career grows in size, so does his ego, resulting in battles in business as well as in his personal life.",1946,"Drama, Music","musical, biography","Bill Goodwin, Larry Parks, Evelyn Keyes, Ludwig Donath, William Demarest",Alfred E. Green,,,,Columbia Pictures,Unknown
Those Who Make Tomorrow,82,Japanese,"Two sisters, one a dancer and the other a script supervisor at a big movie studio, become embroiled in union activities when a strike is called in sympathy with striking railroad workers, one of whom boards with the sisters and their parents. The girls' father argues with them about their strike but finds his views changing when he loses his job. Considered a lost film.",1946,Drama,None,"Chieko Nakakita, Mitsue Tachibana, Yuriko Hamada, Itoko Kōno, Michiko Kayama","Akira Kurosawa, Hideo Sekigawa, Kajirō Yamamoto",,,,TOHO,Unknown
The Strange Woman,100,English,"In early 19th century New England, an attractive unscrupulous woman uses her beauty and wits to deceive and control the men around her.",1946,"Drama, Thriller, History","film noir, maine, lust, lumberjack, 19th century, manipulative woman, period piece, good for her","George Sanders, Hillary Brooke, Hedy Lamarr, Gene Lockhart, Louis Hayward",Edgar G. Ulmer,"fuboTV, Pure Flix, IndieFlix, FilmBox+ ",Amazon Video ,Amazon Video ,"Hunt Stromberg Productions, Mars Films",Unknown
Private Number 91-Karlsson,88,Swedish,The Squadron leader throws big a party where one of his colleagues is going to demonstrate a new type of explosive substance.,1946,Comedy,None,"Douglas Håge, Holger Höglund, Siv Thulin, Fritiof Billquist, Gus Dahlström",Hugo Bolander,,,,Film AB Imago,Unknown
Decoy,76,English,A fatally shot female gangleader recounts her sordid life of crime to a police officer just before she dies.,1946,"Crime, Thriller","prison, gangster, gas chamber, treasure map, femme fatale, film noir, doctor, execution, double cross, buried loot, deathbed confession","Robert Armstrong, Herbert Rudley, Jean Gillie, Edward Norris, Sheldon Leonard",Jack Bernhard,,,,Bernhard-Brandt Productions,Unknown
Black Angel,81,English,"A falsely convicted man's wife, Catherine, and an alcoholic composer and pianist, Martin team up in an attempt to clear her husband of the murder of a blonde singer, who is Martin's wife.",1946,"Mystery, Crime, Thriller, Drama","falsely accused, film noir","Dan Duryea, Constance Dowling, Peter Lorre, June Vincent, Broderick Crawford",Roy William Neill,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Universal Pictures,Unknown
The Crimson Ghost,167,English,"A criminal mastermind known as The Crimson Ghost is out to steal a device called the Cyclotrode, which can short-circuit all electrical current on the planet.",1946,"Adventure, Action, Crime","atomic bomb, scientist, criminal mastermind, movie serial, skull mask","I. Stanford Jolley, Clayton Moore, Kenne Duncan, Charles Quigley, Linda Stirling","William Witney, Fred C. Brannon",,,,Republic Pictures,Unknown
The Virginian,87,English,"Arriving at Medicine Bow, eastern schoolteacher Molly Woods meets two cowboys, irresponsible Steve and the ""Virginian,"" who gets off on the wrong foot with her. To add to his troubles, the Virginian finds that his old pal Steve is mixed up with black-hatted Trampas and his rustlers...then finds himself at the head of a posse after said rustlers; and Molly hates the violent side of frontier life.",1946,Western,"showdown, wyoming, usa, based on novel or book, river, remake, cattle, railroad, rustler, horsemanship","Brian Donlevy, Barbara Britton, William Frawley, Joel McCrea, Sonny Tufts",Stuart Gilmore,,,,Paramount,Unknown
Till the Clouds Roll By,136,English,"Light bio-pic of American Broadway pioneer Jerome Kern, featuring renditions of the famous songs from his musical plays by contemporary stage artists, including a condensed production of his most famous: 'Showboat'.",1946,Music,"daughter, stage, musical, biography, rebellious daughter, producer, lusitania","June Allyson, Kathryn Grayson, Judy Garland, Lucille Bremer, Van Heflin","Vincente Minnelli, Richard Whorf","Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, Pure Flix, Fandor Amazon Channel, FlixFling, IndieFlix, Popflick ","Apple TV, Amazon Video, Microsoft Store, FlixFling ","Apple TV, Amazon Video, Microsoft Store, FlixFling ",Metro-Goldwyn-Mayer,Unknown
Never Say Goodbye,97,English,"Phil and Ellen Gayley have been divorced for a year, and their 7-year old daughter, Flip, is very unhappy that her parents are not together. Flip starts a correspondence with a Marine, sending a picture of her beautiful mother as the author of Flip's flirtatious letters. When the Marine shows up to meet his pen pal, Ellen takes the opportunity to make her ex-husband jealous.",1946,Comedy,"daughter, new york city, christmas","Eleanor Parker, S.Z. Sakall, Errol Flynn, Forrest Tucker, Lucile Watson",James V. Kern,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Warner Bros. Pictures,Unknown
Tomorrow Is Forever,105,English,"In 1918, Elizabeth MacDonald learns that her husband, John Andrew, has been killed in the war. Elizabeth bears John's son and eventually marries her kindly boss. Unknown to her, John has survived but is horribly disfigured and remains in Europe. Years later, on the eve of World War II, Elizabeth refuses to agree to her son's request to enlist and is stunned when an eerily familiar stranger named Kessler arrives from abroad and becomes involved.",1946,"War, Drama, Romance","world war i, mistaken identity, orphan, photograph, death, face bandage","Orson Welles, George Brent, Claudette Colbert, Richard Long, Lucile Watson",Irving Pichel,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel ",,,International Pictures (I),Unknown
Somewhere in the Night,110,English,"George Taylor returns from WWII with amnesia. Back home in Los Angeles, he tries to track down his old identity, stumbling into a 3-year old murder case and a hunt for a missing $2 million.",1946,"Mystery, Thriller","amnesia, film noir, missing money, quest for identity","John Hodiak, Lloyd Nolan, Richard Conte, Josephine Hutchinson, Nancy Guild",Joseph L. Mankiewicz,,,,20th Century Fox,Unknown
The Time of Their Lives,82,English,"Two ghosts, who were mistakenly branded as traitors during the Revolutionary War, return to 20th century New England to retrieve a letter from George Washington which would prove their innocence.",1946,"Comedy, Fantasy","new york city, robbery, haunted house, mistaken identity, psychiatrist, new england, treachery, ghost, invisibility, american revolution, cursed","Binnie Barnes, Bud Abbott, John Shelton, Lou Costello, Marjorie Reynolds",Charles Barton,,,,Universal Pictures,Unknown
Winter Wonderland,71,English,A farm girl has a romance with a ski instructor.,1946,"Romance, Drama",snow skiing,"Eric Blore, Lynne Roberts, Roman Bohnen, Charles Drake, Elinor Donahue",Bernard Vorhaus,,,,"Walter Colmes Productions, Republic Pictures",Unknown
It Rains on Our Love,95,Swedish,"Maggi meets David after having missed her train, and they spend the night together. Penniless, the young lovers break into a summer cottage. The owner, Håkansson, offers to rent it to them, but he has an ulterior motive. By living together, they have to face their pasts and deal with the meddling neighbors and authorities.",1946,"Drama, Romance","trial, miscarriage, ex-con, young lovers","Douglas Håge, Barbro Kollberg, Ludde Gentzel, Birger Malmsten, Gösta Cederlund",Ingmar Bergman,Cultpix ,,,Sveriges Folkbiografer,Unknown
Without Reservations,107,English,"Kit Madden is traveling to Hollywood, where her best-selling novel is to be filmed. Aboard the train, she encounters Marines Rusty and Dink, who don't know she is the author of the famous book, and who don't think much of the ideas it proposes. She and Rusty are greatly attracted, but she doesn't know how to deal with his disdain for the book's author.",1946,"Comedy, Romance","marine, writer","Thurston Hall, Claudette Colbert, Don DeFore, Anne Triola, John Wayne",Mervyn LeRoy,,,,RKO Radio Pictures,Unknown
Till the End of Time,105,English,"Three former marines have a hard time readjusting to civilian life. Perry can't deal with the loss of the use of his legs. William is in trouble with bad debts. And Cliff can't decide what he wants to do with his life, although he gets encouragement from war widow Pat Ruscomb.",1946,"Drama, Romance, War","post-traumatic stress disorder (ptsd), war veteran, u.s. soldier, u.s. marine, post war, post world war ii, war widow, amputee, homecoming soldier, returning hero","Robert Mitchum, Guy Madison, Tom Tully, Dorothy McGuire, Bill Williams",Edward Dmytryk,,"Apple TV, Amazon Video ","Apple TV, Amazon Video ","Vanguard Films, RKO Radio Pictures, Dore Schary Productions",Unknown
The Strange Love of Martha Ivers,115,English,"Three childhood friends, Martha, Walter and Sam, share a terrible secret. Over time, the ambitious Martha and the pusillanimous Walter have married. She is a cold businesswoman; he is the district attorney: a perfect combination to dominate the corrupt city of Iverstown at will. But the unexpected return of Sam, after years of absence, deeply disturbs the life of the odd couple.",1946,"Drama, Thriller","husband wife relationship, childhood trauma, family secrets, film noir, black and white, alcoholic, district attorney, based on short story, childhood friends, female tycoon","Lizabeth Scott, Barbara Stanwyck, Kirk Douglas, Judith Anderson, Van Heflin",Lewis Milestone,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, Pure Flix, Classix, Fandor Amazon Channel, FlixFling, IndieFlix, Cultpix, FilmBox+ ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, FlixFling ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, FlixFling ",Paramount,Unknown
