Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
The Call of Sex,88,Spanish,A man finds a woman that reminds him of his long lost love: his step-sister with whom he initiated his sex life. But he is married and his wife wants proof of the cheating to get a divorce.,1977,Thriller,"cheating, marriage, sister, love","Andrés García, George Hilton, Eduardo Fajardo, Rossy Mendoza, Claudia Gravy",Tulio Demicheli,,,,"Huracán Films, Atlas Films",Unknown
Emanuelle - Why Violence Against Women?,102,Italian,"Intrepid photojournalist Emanuelle arrives in San Francisco, where she briefly meets up with fellow journalist -- and fellow feminist -- Cora Norman, before being whisked off to India to investigate a guru con artist.",1977,"Adventure, Drama, Horror","bondage, rape, middle east, san francisco, california, photographer, kidnapping, orgy, menage a trois, guru, hong kong, prostitution, lesbian sex, world trade center, manhattan, new york city, forced to strip, erotic movie, sex slave, white slave trade","Karin Schubert, Laura Gemser, Don Powell, Ivan Rassimov, George Eastman",Joe D'Amato,,,,Embassy Productions,Unknown
Sinbad and the Eye of the Tiger,113,English,"Princess Farah refuses to marry Sinbad until Prince Kassim, her brother, is able to give his consent. However, the Prince's wicked stepmother, Queen Zenobia, has changed Kassim into a baboon in order to have her own son crowned as caliph. Sinbad, his crew, the Princess and the transformed Prince travel to a distant land, fighting every obstacle Zenobia places in their path, to seek the advice of a legendary wise man who can possibly tell how to end the spell.",1977,"Action, Adventure, Family, Fantasy, Science Fiction","monster, stepmother, walrus, arctic polar circle region, sinbad / sindbad, stop motion, minotaur, seagull, potion, wasp, baboon, sailor, saber-toothed tiger, ghoul, arabian nights, troglodyte, sword and sorcery, 8th century","Kurt Christian, Patrick Troughton, Jane Seymour, Taryn Power, Patrick Wayne",Sam Wanamaker,Cultpix ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Andor Films, Columbia Pictures",Unknown
A Bridge Too Far,175,English,The story of Operation Market Garden—a failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,1977,"Drama, History, War","mission, army, allies, world war ii, netherlands, bridge, tank, based on true story, operation market garden, soldier, arnhem, military operation, 1940s, historical battle","Edward Fox, James Caan, Michael Caine, Sean Connery, Dirk Bogarde",Richard Attenborough,"fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel, Hoopla, MGM Plus ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","United Artists, Joseph E. Levine Productions",Unknown
Slap Shot,123,English,"To build up attendance at their games, the management of a struggling minor-league hockey team signs up the Hanson Brothers, three hard-charging players whose job is to demolish the opposition.",1977,"Comedy, Drama","small town, sports, pennsylvania, usa, ice hockey, team owner","Paul Newman, Strother Martin, Jennifer Warren, Lindsay Crouse, Michael Ontkean",George Roy Hill,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ",Universal Pictures,https://www.uphe.com/movies/slap-shot
The Many Adventures of Winnie the Pooh,74,English,"Whether we’re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.",1977,"Animation, Family, Adventure","dream sequence, compilation of shorts, cartoon bear, cartoon donkey","Paul Winchell, John Fiedler, Ralph Wright, Junius Matthews, Sterling Holloway","Wolfgang Reitherman, John Lounsbery",Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Walt Disney Productions,http://movies.disney.com/winnie-the-pooh
Bilitis,95,French,A coming of age story centering on the exploits of a young girl during summer vacation.,1977,"Drama, Romance","virgin, based on novel or book, kiss, erotic movie","Gilles Kohler, Mathieu Carrière, Bernard Giraudeau, Patti D'Arbanville, Mona Kristensen",David Hamilton,,,,"Mars International Productions, Ectafilms, Films 21",Unknown
ABBA: The Movie,95,English,A radio DJ in pursuit of an exclusive interview follows ABBA during their mega-successful tour of Australia.,1977,"Comedy, Documentary, Drama, Music","pop music, concert film, music tour, international relations, music documentary, swedish music, abba, music movie","Agnetha Fältskog, Robert Hughes, Anni-Frid Lyngstad, Björn Ulvaeus, Benny Andersson",Lasse Hallström,,Amazon Video ,"Google Play Movies, YouTube ","Polar Music International, Reg Grundy Productions Pty.",Unknown
Annie Hall,93,English,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,1977,"Comedy, Drama, Romance","new york city, sports, tennis, narration, job interview, cocaine, neurosis, comedian, romantic comedy, love, singer, breaking the fourth wall, volkswagen beetle, lobster","Tony Roberts, Woody Allen, Diane Keaton, Carol Kane, Paul Simon",Woody Allen,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel, Hoopla, MGM Plus ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","United Artists, Rollins-Joffe Productions",Unknown
A Flintstone Christmas,48,English,"Santa has an accident at Fred's house on Christmas Eve, Fred and Barney have to continue his run for him.",1977,"Animation, TV Movie, Comedy, Family","holiday, santa claus, family relationships, alternate history, anachronism, christmas","Gay Autterson, Lucille Bliss, Mel Blanc, Henry Corden, Jean Vander Pyl",Charles A. Nichols,"Boomerang, Boomerang Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Hanna-Barbera Productions,Unknown
