Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
The Craft,101,English,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",1996,"Horror, Drama, Fantasy","witch, puberty, magic, suicide attempt, black magic, sorcery, female friendship, occult, hair loss, outsider, karma, newcomer, love spell","Neve Campbell, Rachel True, Skeet Ulrich, Robin Tunney, Fairuza Balk",Andrew Fleming,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Columbia Pictures, Red Wagon Entertainment",Unknown
Kingpin,114,English,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naive hit the circuit intent on settling an old score with Big Ern.",1996,Comedy,"sports, stripper, handicap, sexual favor, star spangled banner, bowling team, hair loss, comb over, inflatable doll, combover, unlikely lovers, kingpin, carriage, lancaster, pa","Woody Harrelson, Randy Quaid, Chris Elliott, Bill Murray, Vanessa Angel","Bobby Farrelly, Peter Farrelly",,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Motion Picture Corporation of America, Metro-Goldwyn-Mayer, Rysher Entertainment",Unknown
Chain Reaction,107,English,Two researchers in a green alternative energy project forced on the run when they are framed for murder and treason.,1996,"Science Fiction, Action, Drama, Thriller","chicago, illinois, fbi, hydrogen bomb, secret lab, energy supply, on the run, conspiracy, aftercreditsstinger, scientific research","Fred Ward, Morgan Freeman, Kevin Dunn, Rachel Weisz, Keanu Reeves",Andrew Davis,"Max, Max Amazon Channel, Cinemax Amazon Channel, Cinemax Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Chicago Pacific Entertainment, 20th Century Fox, The Zanuck Company, 3 Arts Entertainment",Unknown
Scream,112,English,"After a series of mysterious deaths befalls their small town, an offbeat group of friends led by Sidney Prescott become the target of a masked killer.",1996,"Crime, Horror, Mystery","high school, small town, riddle, killing, halloween, house party, serial killer, school, slasher, whodunit, killing spree, phone, tabloid, news reporter, self-referential, crime spree, halloween costume, young adult, teenager","Neve Campbell, Courteney Cox, Rose McGowan, Matthew Lillard, David Arquette",Wes Craven,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Dimension Films, Woods Entertainment, Miramax",https://www.miramax.com/movie/scream/
The English Patient,162,English,"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics.",1996,"Drama, Romance, War","egypt, secret love, amnesia, airplane, cairo, identity, intelligence, traitor, burn, world war ii, landmine, expedition, cave, sandstorm, cave painting, prisoner of war, map, mine clearer, hearing, desert scientist, desert","Naveen Andrews, Juliette Binoche, Willem Dafoe, Ralph Fiennes, Kristin Scott Thomas",Anthony Minghella,"fuboTV, Paramount+ with Showtime, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Showtime Roku Premium Channel, Showtime, Showtime Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Miramax, The Saul Zaentz Company, Tiger Moth Productions",Unknown
Bordello of Blood,87,English,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",1996,"Horror, Comedy","vampire, brothel, based on comic, private investigator, born again christian, televangelist","Dennis Miller, Angie Everhart, Corey Feldman, Erika Eleniak, Chris Sarandon",Gilbert Adler,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Universal Pictures, Tales From The Crypt Holdings, Universal City Studios",Unknown
That Thing You Do!,108,English,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",1996,"Comedy, Drama, Romance, Music","pop star, pennsylvania, usa, record label, recording studio, battle of the bands, 1960s, one hit wonder","Liv Tyler, Tom Hanks, Johnathon Schaech, Tom Everett Scott, Steve Zahn",Tom Hanks,Showtime Apple TV Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Clinica Estetico, Clavius Base, 20th Century Fox",Unknown
The Nutty Professor,95,English,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",1996,"Fantasy, Comedy, Romance, Science Fiction","overweight, overweight man, campus, family dinner, jekyll and hyde, duringcreditsstinger, chemistry professor, 1990s","Larry Miller, Eddie Murphy, James Coburn, Dave Chappelle, Jada Pinkett Smith",Tom Shadyac,"fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel, MGM Plus ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, FlixFling, Spectrum On Demand ","Universal Pictures, Imagine Entertainment",Unknown
Mission: Impossible,110,English,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1996,"Adventure, Action, Thriller","mission, london, england, cia, computer, paris, france, undercover, espionage, secret mission, arms deal, spy, secret identity, headquarter, embassy, secret base, prague, czech republic, secret agent, tgv, terrorism, agent","Emmanuelle Béart, Henry Czerny, Jean Reno, Tom Cruise, Jon Voight",Brian De Palma,"Amazon Prime Video, Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Paramount+ Roku Premium Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Paramount, Cruise/Wagner Productions",Unknown
Marvin's Room,98,English,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,1996,Drama,"florida, sibling relationship, based on play or musical, sister, leukemia, reunion, cancer, bone marrow transplant, estranged sister","Leonardo DiCaprio, Diane Keaton, Meryl Streep, Hume Cronyn, Robert De Niro",Jerry Zaks,Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Tribeca Productions, Miramax, Scott Rudin Productions",Unknown
