Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
The Mark of Zorro,94,English,"Around 1820 the son of a California nobleman comes home from Spain to find his native land under a villainous dictatorship. On the one hand he plays the useless fop, while on the other he is the masked avenger Zorro.",1940,"Adventure, Romance, Action","mask, california, sword fight, swashbuckler, 19th century, corrupt governor, zorro","Gale Sondergaard, Eugene Pallette, Basil Rathbone, Linda Darnell, Tyrone Power",Rouben Mamoulian,Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",20th Century Fox,Unknown
Angels Over Broadway,79,English,"Small-time businessman Charles Engle is threatened with exposure for embezzling $3,000 for his free-spending wife. Deciding on suicide, he scribbles a note, stuffs it in his pocket and goes for one last night on the town. He is pulled into a poker game by conman Bill O'Brien and singer Nina Barone, but when they discover the dropped note, they resolve to turn the tables, get Engle his $3,000 and save his life.",1940,"Drama, Crime","con man, film noir, playwright, broadway","Rita Hayworth, John Qualen, Thomas Mitchell, Douglas Fairbanks Jr., George Watts","Ben Hecht, Lee Garmes",,,,Columbia Pictures,Unknown
My Favorite Wife,88,English,"Seven years after a shipwreck in which she was presumed dead, Ellen Arden arrives home to find that her husband Nick has just remarried. The overjoyed Nick struggles to break the news to his new bride. But he gets a shock when he hears the whole story: Ellen spent those seven years alone on a desert island with another man.",1940,"Comedy, Romance","jealousy, judge, shipwreck, marriage, presumed dead, screwball comedy, deserted island, comedy of remarriage","Randolph Scott, Cary Grant, Irene Dunne, Ann Shoemaker, Gail Patrick",Garson Kanin,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",RKO Radio Pictures,Unknown
Christmas in July,67,English,"An office clerk loves entering contests in the hopes of someday winning a fortune and marrying the girl he loves. His latest attempt is the Maxford House Coffee Slogan Contest. As a joke, some of his co-workers put together a fake telegram which says that he won the $25,000 grand prize.",1940,"Comedy, Romance","department store, telegram, coffee, marketing, contest, advertising, advertising agency, tricked, advertising campaign, radio show contest, advertising slogan","Raymond Walburn, Ellen Drew, Dick Powell, Alexander Carr, William Demarest",Preston Sturges,,,,Paramount,Unknown
Go West,80,English,"Embezzler, shill, all around confidence man S. Quentin Quale is heading west to find his fortune; he meets the crafty but simple brothers Joseph and Rusty Panello in a train station, where they steal all his money. They're heading west, too, because they've heard you can just pick the gold off the ground. Once there, they befriend an old miner named Dan Wilson whose property, Dead Man's Gulch, has no gold. They loan him their last ten dollars so he can go start life anew, and for collateral, he gives them the deed to the Gulch. Unbeknownst to Wilson, the son of his longtime rival, Terry Turner (who's also in love with his daughter, Eva), has contacted the railroad to arrange for them to build through the land, making the old man rich and hopefully resolving the feud. But the evil Red Baxter, owner of a saloon, tricks the boys out of the deed, and it's up to them - as well as Quale, who naturally finds his way out west anyway - to save the day.",1940,"Comedy, Western","musical, cowboy","John Carroll, Chico Marx, Groucho Marx, Harpo Marx, Diana Lewis",Edward Buzzell,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
The House of the Seven Gables,89,English,"In 1828, the bankrupt Pyncheon family fight over Seven Gables, the ancestral mansion. To obtain the house, Jaffrey Pyncheon obtains his brother Clifford's false conviction for murder. Hepzibah, Clifford's sweet fiancée, patiently waits twenty years for his release, whereupon Clifford and his former cellmate, abolitionist Matthew, have a certain scheme in mind.",1940,"Thriller, Drama","imprisonment, tragic love, death in family, family conflict","Nan Grey, George Sanders, Dick Foran, Margaret Lindsay, Vincent Price",Joe May,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Universal Pictures,Unknown
Mr. Mouse Takes a Trip,8,English,"Mickey is heading out on vacation from Burbank to Pomona, taking the train. The conductor, Pete, won't let him on with Pluto, so he hides Pluto in his suitcase, and tries to hide him all throughout the trip without much luck. But Pete wins when Pluto is hooked by a mail hook. Or does he?",1940,"Animation, Comedy","train, train conductor, railway station, short film","Billy Bletcher, Lee Millar, Walt Disney",Clyde Geronimi,Disney Plus ,,,Walt Disney Productions,Unknown
The Westerner,100,English,"Drifter Cole Harden is accused of stealing a horse and faces hanging by self-appointed Judge Roy Bean, but Harden manages to talk his way out of it by claiming to be a friend of stage star Lillie Langtry, with whom the judge is obsessed, even though he has never met her. Tensions rise when Harden comes to the defense of a group of struggling homesteaders who Judge Bean is trying to drive away.",1940,Western,horse thief,"Walter Brennan, Doris Davenport, Forrest Tucker, Gary Cooper, Fred Stone",William Wyler,"Amazon Prime Video, Hoopla ",Amazon Video ,Amazon Video ,Samuel Goldwyn Productions,Unknown
Keeping Company,80,English,Wholesome comedy about newlyweds (and the bride's understanding--but sometimes interfering--parents) discovering married life isn't always bliss.,1940,"Drama, Family, Comedy","small town, false accusations, button, newlywed, meddling parents","Virginia Weidler, Frank Morgan, John Shelton, Irene Rich, Ann Rutherford",S. Sylvan Simon,"fuboTV, Paramount+ with Showtime, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Showtime Roku Premium Channel, Showtime, Showtime Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
The Letter,95,English,"After a woman shoots a man to death, a damning letter she wrote raises suspicions.",1940,"Crime, Drama","based on novel or book, singapore, plantation, letter, film noir, murder, malaya, murder suspect","Gale Sondergaard, Bette Davis, James Stephenson, Frieda Inescort, Herbert Marshall",William Wyler,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Warner Bros. Pictures,Unknown
