Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Elemental,102,English,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",2023,"Animation, Comedy, Family, Fantasy, Romance, Adventure","fire, computer animation, duringcreditsstinger, elements, water, city, hopeful","Shila Ommi, Wendi McLendon-Covey, Leah Lewis, Mamoudou Athie, Ronnie del Carmen",Peter Sohn,Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Walt Disney Pictures, Pixar",https://movies.disney.com/elemental
The Bricklayer,110,English,"Someone is blackmailing the CIA by assassinating foreign journalists and making it look like the agency is responsible. As the world begins to unite against the U.S., the CIA must lure its most brilliant – and rebellious – operative out of retirement, forcing him to confront his checkered past while unraveling an international conspiracy.",2023,"Action, Thriller","blackmail, conspiracy, ex-cia agent, journalist killed","Nina Dobrev, Clifton Collins Jr., Tim Blake Nelson, Aaron Eckhart, Ilfenesh Hadera",Renny Harlin,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Eclectic Pictures, Millennium Media",https://www.vert-ent.com/films/the-bricklayer
Oppenheimer,181,English,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,2023,"Drama, History","husband wife relationship, based on novel or book, atomic bomb, patriotism, new mexico, world war ii, atomic bomb test, physics, biography, based on true story, interrogation, guilt, historical event, nuclear weapons, communism, red scare, mccarthyism, top secret project, moral dilemma, usa politics, 1940s, antisemitism, 20th century, manhattan project, los alamos","Emily Blunt, Florence Pugh, Matt Damon, Cillian Murphy, Robert Downey Jr.",Christopher Nolan,Peacock Premium ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, FlixFling, Spectrum On Demand ","Syncopy, Universal Pictures, Atlas Entertainment",http://www.oppenheimermovie.com
The Wild,106,Korean,"Woo-chul used to be a successful boxer, but he had to go to prison because his opponent died in the middle of a match. Now that he’s been released, he intends to become a model citizen. Meanwhile, his friend Do-shik will do whatever it takes to get ahead. After choosing different paths, they will be forced to plot against and betray one another.",2023,Action,None,"Park Sung-woong, Oh Dal-su, Seo Ji-hye, Oh Dae-hwan, Ju Seok-tae",Kim Bong-han,,,,,Unknown
Mavka: The Forest Song,99,Ukrainian,"Forest soul Mavka faces an impossible choice between her heart and her duty as guardian to the Heart of the Forest, when she falls in love with the talented young human musician Lukas.",2023,"Animation, Adventure, Family, Fantasy","based on novel or book, fairy, nature, folklore, based on myths, legends or folklore, mavka, ukrainian folklore, independent film, love vs duty","Artem Pyvovarov, Oleh Skrypka, Olena Kravets, Nataliia Denysenko, Nazar Zadniprovskyi","Oleg Malamuzh, Oleksandra Ruban",Hulu ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Animagrad Animation Studio, 3Beep, FILM.UA Group",https://mavka.ua
The Pope's Exorcist,103,English,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",2023,"Horror, Thriller","spain, rome, italy, pig, vatican, pope, possession, conspiracy, devil, exorcist, skepticism, catholic priest, 1980s, supernatural horror","Russell Crowe, Franco Nero, Daniel Zovatto, Peter DeSouza-Feighoney, Alex Essoe",Julius Avery,Netflix ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Screen Gems, 2.0 Entertainment, Loyola Productions",https://www.thepopes-exorcist.movie
24 Hours with Gaspar,98,Indonesian,"With only 24 hours left to live, a private investigator follows a trail of confounding clues to uncover the disappearance of his childhood friend.",2023,"Action, Crime, Drama, Mystery, Science Fiction, Thriller","detective, dystopia, human trafficking, neo-noir, based on novel","Reza Rahadian, Laura Basuki, Sal Priadi, Dewi Irawan, Shenina Cinnamon",Yosep Anggi Noen,"Netflix, Netflix basic with Ads ",,,"Visinema Pictures, KawanKawan Media, Legacy Pictures",https://www.netflix.com/title/81724557
"Sorry, Charlie",75,English,A remote helpline volunteer is targeted by a stranger who lures women from their homes with a recording of a crying baby.,2023,"Horror, Thriller","killer, cold blooded killer, creepy, horror, thriller","Kathleen Kenny, Connor Brannigan, Marisa Brown, D'Arquoia Connor, Colton Tran",Colton Tran,,,,,https://tubitv.com/movies/100009924/sorry-charlie
The Angel Maker,94,Danish,"'The Angel Maker' is a psychological crime thriller following Laura, a cyber crimes detective pursuing a brutal serial killer.",2023,"Mystery, Thriller, Crime, Horror",None,"Stine Stengade, Andrea Vagn Jensen, Julie R. Ølgaard, Roland Møller, Christopher Læssø","Esben Tønnesen, Julie R. Ølgaard",,,,HitHero Productions,Unknown
Thanksgiving,106,English,"After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the holiday. Picking off residents one by one, what begins as random revenge killings are soon revealed to be part of a larger, sinister holiday plan.",2023,"Horror, Mystery, Thriller","small town, sadism, holiday, massachusetts, thanksgiving, dark comedy, riot, plymouth, murder, serial killer, consumerism, slasher, whodunit, aftercreditsstinger, murder spree, teenage killer, black friday, based on short film, holidays, revenge slasher, stalked by a killer, revenge horror, masked killer, teen slasher, tense, holiday horror","Addison Rae, Gina Gershon, Patrick Dempsey, Ty Olsson, Nell Verlaque",Eli Roth,Netflix ,"Apple TV, Amazon Video, Vudu, Microsoft Store ","Apple TV, Amazon Video, Vudu, Microsoft Store, Spectrum On Demand ","Electromagnetic Productions, Dragonfly Entertainment, Spyglass Media Group",http://thanksgiving.movie
