Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Over the Edge,95,English,A group of bored teenagers rebel against authority in the community of New Granada.,1979,"Crime, Drama","rock 'n' roll, police brutality, police, alcohol, boredom, 1970s, lsd, colorado, drug scene, coming of age, teen angst, underage drinking, house party, marijuana, juvenile delinquent, teenage sexuality, gun violence, generation gap, burnout, punk band, police harassment, middle class parents, lost youth, bad parenting, police search, breaking and entering, stolen car, punk, bullies","Vincent Spano, Matt Dillon, Andy Romano, Michael Eric Kramer, Pamela Ludwig",Jonathan Kaplan,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Orion Pictures, Warner Bros. Pictures",Unknown
Stalker,162,Russian,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",1979,"Science Fiction, Drama","based on novel or book, guard, wish, stalker, alien, strugatsky, writer, soldier, existentialism, meditative, zone, philosophical, beautifully filmed","Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko, Natasha Abramova",Andrei Tarkovsky,"Max, Max Amazon Channel, Criterion Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Mosfilm,Unknown
The Magnificent Butcher,108,Unknown,"A plump butcher student of Wong Fei Hung, Lam Sai-Wing gets into trouble with a rival kung-fu school known as Five Dragons. He is accused of raping the Head of that school's goddaughter and killing his son. Now Ko, the Head of Five Dragons, wants revenge.",1979,"Action, Comedy","martial arts, kung fu, martial arts master, wong fei hong","Wai Pak, JoJo Chan Kei-Kei, Sammo Hung, Fan Mei-Sheng, Yuen Biao",Yuen Woo-Ping,,,,Orange Sky Golden Harvest,Unknown
The Frisco Kid,119,English,"Rabbi Avram arrives in Philadelphia from Poland en route to San Francisco where he will be a congregation's new rabbi. An innocent and inexperienced traveller, he is tricked by con men to pay for the trip to go west, then they leave him and his belongings scattered along a deserted road. He is befriended by a stranger, Tommy, who is a bank robber and have many adventures during their journey.",1979,"Adventure, Comedy, Western","philadelphia, pennsylvania, bank robber, rabbi, amish","Val Bisoglio, Gene Wilder, George DiCenzo, Harrison Ford, Ramon Bieri",Robert Aldrich,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Warner Bros. Pictures,Unknown
Galaxy Express 999: The Movie,128,Japanese,"In the future, one can achieve immortality by obtaining a mechanized body. Orphaned, young Tetsuro hitches a ride on the space train Galaxy Express 999 in the hope of obtaining a cyborg body to avenge his mother's death. Along the way, he meets Maetel, who is the spitting image of his dead mother.",1979,"Adventure, Animation, Science Fiction","cyborg, space travel, revenge, space, transhumanism, train, adult animation","Masako Nozawa, Yoko Asagami, Masako Ikeda, Miyoko Asô, Toshiko Fujita",Rintaro,,,,Toei Animation,http://www.toei-anim.co.jp/movie/999/index.html
Gas Pump Girls,86,English,June and her friends take over a service station formerly run by her uncle. They perform every trick in the book to attract the customers.,1979,Comedy,"sexploitation, sex comedy","Linda Lawrence, Leslie King, Kirsten Baker, Sandy Johnson, Rikki Marin",Joel Bender,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel, MGM Plus ","Apple TV, Amazon Video, Google Play Movies, YouTube, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Microsoft Store ","American Screen Productions, David A. Davies Productions, The Cannon Group",Unknown
Unidentified Flying Oddball,93,English,"A NASA spacecraft proves Einstein right when, traveling faster than light, it ends up near King Arthur's Camelot. On board are big-hearted Tom Trimble and Hermes, the look-alike robot he built. Tom immediately makes friends with pretty Alisande while becoming enemies with the evil knight Sir Mordred. It seems Mordred has joined up with the Sorcerer Merlin and they are both up to no good. It is now up to Tom to try and use 20th century technology to foil their plans.",1979,"Comedy, Fantasy, Science Fiction, Family","based on novel or book, nasa, time travel, camelot, cornwall, england, king arthur, fish out of water, robot, astronaut, goose, jousting, double, knights of the round table, medieval england, gawain, 6th century","Ron Moody, John Le Mesurier, Kenneth More, Jim Dale, Rodney Bewes",Russ Mayberry,Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Walt Disney Productions,Unknown
The Incredible Hulk,95,English,"An accidental overdose of gamma radiation causes a mutation in scientist David Banner's DNA: now whenever he becomes angry, he metamorphoses into a seven-foot-tall, 330-pound, mindless muscular green creature.",1979,"Action, Adventure, Science Fiction, TV Movie","regret, radiation, scientist, superhuman strength","Bill Bixby, Jack Colvin, Lou Ferrigno, Susan Batson, Susan Sullivan",Kenneth Johnson,,,,Universal Television,Unknown
The Driller Killer,96,English,"An artist slowly goes insane while struggling to pay his bills, work on his paintings, and care for his two female roommates, which leads him taking to the streets of New York after dark and randomly killing derelicts with a power drill.",1979,Horror,"new york city, concert, painting, artist, dark comedy, hallucination, insomnia, punk rock, murder, church, maniac, drill, punk band, homeless, video nasty","Harry Schultz, Alan Wynroth, Abel Ferrara, Carolyn Marz, Baybi Day",Abel Ferrara,"fuboTV, Screambox, Night Flight Plus, Fandor Amazon Channel, Screambox Amazon Channel, ARROW ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Navaron Productions,Unknown
Rocky II,119,English,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",1979,Drama,"hero, husband wife relationship, coma, transporter, love of one's life, intensive care, sports, publicity, boxer, training, world champion, victory, hospital, boxing","Burgess Meredith, Talia Shire, Sylvester Stallone, Burt Young, Carl Weathers",Sylvester Stallone,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Winkler Films, United Artists",https://www.mgm.com/movies/rocky-ii
