Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Salt,100,English,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",2010,"Action, Mystery, Thriller","race against time, cia, assassination, espionage, kidnapping, spy, cold war, soviet union, double agent, revenge, on the run, shootout, female protagonist, hitwoman, terrorism, russian spy, intelligence officer","Angelina Jolie, August Diehl, Chiwetel Ejiofor, Daniel Olbrychski, Liev Schreiber",Phillip Noyce,"Hulu, fuboTV ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Wintergreen Productions, Columbia Pictures, Relativity Media, di Bonaventura Pictures",https://www.sonypictures.com/movies/salt
The Secret World of Arrietty,94,Japanese,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",2010,"Fantasy, Animation, Family","based on novel or book, cat, forest, based on children's book, little people, dollhouse, anime","Tomokazu Miura, Kirin Kiki, Ryunosuke Kamiki, Keiko Takeshita, Mirai Shida",Hiromasa Yonebayashi,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Studio Ghibli, Hakuhodo DY Media Partners, Mitsubishi Shoji, dentsu, TOHO, Nippon Television Network Corporation, Wild Bunch, The Walt Disney Company (Japan), Walt Disney Pictures",http://disney.go.com/official-sites/arrietty/index
Step Up 3D,107,English,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",2010,"Drama, Romance","dance, musical, duringcreditsstinger","Alyson Stoner, Sharni Vinson, Joe Slaughter, Rick Malambri, Adam Sevani",Jon M. Chu,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Touchstone Pictures, Summit Entertainment",http://stepupmovie.com/
Machete,105,English,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",2010,"Action, Comedy, Thriller","loss of loved one, illegal immigration, border patrol, immigration law, machete, politician, patrol, sniper rifle, hard to kill, brutal death","Jessica Alba, Michelle Rodriguez, Steven Seagal, Danny Trejo, Robert De Niro","Robert Rodriguez, Ethan Maniquis",Max Amazon Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Overnight Films, Troublemaker Studios",Unknown
Little Fockers,98,English,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",2010,"Comedy, Romance","nurse, cat, father-in-law, vomit, viagra, overbearing father, duringcreditsstinger","Barbra Streisand, Dustin Hoffman, Ben Stiller, Owen Wilson, Robert De Niro",Paul Weitz,"Netflix, Netflix basic with Ads ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Universal Pictures, Paramount, DreamWorks Pictures, Relativity Media, Tribeca Productions, Everyman Pictures",Unknown
Scott Pilgrim vs. the World,113,English,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",2010,"Action, Comedy, Romance","canada, video game, ex-boyfriend, toronto, canada, based on comic, animated scene, based on graphic novel, whipping, hipster, underage girlfriend, unconsciousness, girl fight, vegan, aftercreditsstinger","Mary Elizabeth Winstead, Kieran Culkin, Michael Cera, Alison Pill, Ellen Wong",Edgar Wright,Amazon Prime Video ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Marc Platt Productions, Big Talk Studios, Closed on Mondays Entertainment, dentsu",http://www.scottpilgrimthemovie.com/
The Social Network,121,English,"In 2003, Harvard undergrad and computer genius Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, he is one of the youngest billionaires ever, but Zuckerberg finds that his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",2010,Drama,"hacker, based on novel or book, boston, massachusetts, ex-girlfriend, harvard university, narcissism, based on true story, hacking, historical fiction, twins, double cross, misogyny, creator, frat party, social network, deposition, intellectual property, entrepreneur, arrogance, social media, young entrepreneur, facebook, legal drama, boat racing","Andrew Garfield, Armie Hammer, Justin Timberlake, Jesse Eisenberg, Max Minghella",David Fincher,"Starz Apple TV Channel, Starz Roku Premium Channel, Starz, Starz Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions",https://www.sonypictures.com/movies/thesocialnetwork
The Last Exorcism,87,English,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",2010,"Horror, Thriller, Mystery","farm, exorcism, louisiana, fraud, mockumentary, evil spirit, human sacrifice, evangelical, preacher, satanic ritual, found footage, satanic cult, documentary crew","Caleb Landry Jones, Iris Bahr, Ashley Bell, Louis Herthum, Patrick Fabian",Daniel Stamm,"Amazon Prime Video, fuboTV ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Strike Entertainment, StudioCanal, Arcade Pictures",http://thelastexorcism.com/
Grown Ups,102,English,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",2010,Comedy,"friendship, overweight, convertible, swing, foot, friends, arrow, buddy comedy, buddies","Kevin James, Rob Schneider, Chris Rock, David Spade, Adam Sandler",Dennis Dugan,Amazon Prime Video ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Columbia Pictures, Relativity Media, Happy Madison Productions",http://www.grownups-movie.com/
The A-Team,117,English,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter.",2010,"Thriller, Action, Adventure, Comedy, Crime","war crimes, military court, military service, double crossed, aftercreditsstinger, duringcreditsstinger, private military company","Jessica Biel, Sharlto Copley, Liam Neeson, Bradley Cooper, Quinton Jackson",Joe Carnahan,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Phoenix Film Partners, Dune Entertainment, Stephen J. Cannell Productions, Top Cow Productions, Scott Free Productions, Big Screen Productions, 20th Century Fox, Ingenious Media",https://www.20thcenturystudios.com/movies/the-a-team
