Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Blood Alley,110,English,"A merchant marine captain, rescued from the Chinese Communists by local visitors, is ""shanghaied"" into transporting the whole village to Hong Kong on an ancient paddle steamer.",1955,"Adventure, Action, Thriller, Drama","orient, merchant marine","Berry Kroeger, Joy Kim, Lauren Bacall, Paul Fix, John Wayne",William A. Wellman,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Batjac Productions, Warner Bros. Pictures",Unknown
It Came from Beneath the Sea,79,English,"A giant octopus, whose feeding habits have been affected by radiation from H-Bomb tests, rises from the Mindanao Deep to terrorize the California Coast.",1955,"Science Fiction, Adventure, Horror","monster, submarine, san francisco, california, radiation, u.s. navy, water monster, stop motion, scientist, giant octopus, animal horror, submarine commander, woman scientist","Chuck Griffiths, Ian Keith, Donald Curtis, Faith Domergue, Kenneth Tobey",Robert Gordon,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Clover Productions, Columbia Pictures",Unknown
Bad Day at Black Rock,81,English,"One-armed war veteran John J. Macreedy steps off a train at the sleepy little town of Black Rock.  Once there, he begins to unravel a web of lies, secrecy, and murder.",1955,"Thriller, Mystery, Western","film noir, murder, racism, desert, based on short story, post world war ii, southwestern u.s., one armed man, japanese american, 1940s","Lee Marvin, Dean Jagger, Spencer Tracy, Walter Brennan, Robert Ryan",John Sturges,TCM ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Loew's Incorporated, Metro-Goldwyn-Mayer",Unknown
This Island Earth,85,English,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",1955,"Science Fiction, Adventure","spacecraft, flying saucer, extraterrestrial technology, mutant, nobel prize, space travel, georgia, resettlement, alien, nuclear scientist, space, scientist, death ray, interplanetary war","Rex Reason, Faith Domergue, Jeff Morrow, Lance Fuller, Robert Nichols",Joseph M. Newman,,,,Universal Pictures,Unknown
Untamed,111,English,"When the great potato famine hits Ireland, the diaspora begins as thousands emigrate. Among those leaving the Emerald Isle is Katie O'Neill and her husband, who decide that the promised land is South Africa and make their way there. Once there, they discover the hardships that are the reality of the homesteader experience.",1955,"Adventure, Drama, Romance","hostage, south africa, famine, storm, ireland","Susan Hayward, John Justin, Richard Egan, Agnes Moorehead, Tyrone Power",Henry King,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",20th Century Fox,Unknown
Summertime,100,English,"Middle-aged Ohio secretary Jane Hudson has never found love and has nearly resigned herself to spending the rest of her life alone. But before she does, she uses her savings to finance a summer in romantic Venice, where she finally meets the man of her dreams, the elegant Renato Di Rossi.",1955,"Drama, Romance","venice, italy, gondola, longing, sightseeing, vacation, love, young boy, loneliness, attraction, canal, american tourist, lonely woman","Darren McGavin, Katharine Hepburn, Isa Miranda, Mari Aldon, Rossano Brazzi",David Lean,"Max, Max Amazon Channel, Criterion Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","London Films Productions, Lopert Pictures Corporation",Unknown
Pather Panchali,125,Bengali,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",1955,Drama,"robbery, misery, difficult childhood, move, monsoon, teacher, priest, remembered death, writer, railroad, unemployment, calm, candid, admiring, adoring, cheerful","Chunibala Devi, Subir Banerjee, Kanu Bannerjee, Uma Das Gupta, Karuna Banerjee",Satyajit Ray,"Max, Max Amazon Channel, Criterion Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Government of West Bengal,Unknown
Don Camillo's Last Round,97,Italian,"Bewildered, Don Camillo learns that Peppone intends to stand for parliament. Determined to thwart his ambitions, the good priest, ignoring the recommendations of the Lord, decides to campaign against him.",1955,"Comedy, History","rome, italy, communist, election campaign, pastor, shenanigan","Claude Sylvain, Umberto Spadaro, Fernandel, Leda Gloria, Gino Cervi",Carmine Gallone,,,,Rizzoli Film,Unknown
Conquest of Space,81,English,"A team of American astronauts leave their space station on the first mission to Mars, but the captain's religious beliefs may get in the way.",1955,Science Fiction,"planet mars, space travel, murder, space, religion, space station, space exploration, christmas","Phil Foster, Eric Fleming, William Redfield, Mickey Shaughnessy, Walter Brooke",Byron Haskin,"Hoopla, FlixFling ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, FlixFling ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, FlixFling ",Paramount,Unknown
A Man Alone,96,English,"A gunfighter, stranded in the desert, comes across the aftermath of a stage robbery, in which all the passengers were killed. He takes one of the horses to ride to town to report the massacre, but finds himself accused of it. He also finds himself accused of the murder of the local banker, and winds up hiding in the basement of a house where the local sheriff, who is very sick, lives with his daughter.",1955,"Western, Romance","murder, stagecoach robbery, gunfighter","Raymond Burr, Ward Bond, Mary Murphy, Ray Milland, Arthur Space",Ray Milland,,"Apple TV, Amazon Video ","Apple TV, Amazon Video ",Republic Pictures,Unknown
