Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
National Velvet,123,English,"Mi Taylor is a young wanderer and opportunist who finds himself in the quiet English countryside home of the Brown family. The youngest daughter, Velvet, has a passion for horses and when she wins the spirited steed Pie in a town lottery, Mi is encouraged to train the horse.",1945,"Drama, Family","england, horseback riding, horse race, human animal relationship, horse, english countryside, jockey, horse racing, horse trainer, grand national, 1920s, afi, sussex","Mickey Rooney, Elizabeth Taylor, Angela Lansbury, Anne Revere, Donald Crisp",Clarence Brown,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
Mildred Pierce,111,English,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,1945,"Crime, Drama","daughter, infidelity, husband wife relationship, restaurant, snob, business woman, promise, spoiled child, film noir, murder, black and white, beach house, frame up, ex-husband ex-wife relationship, told in flashback, nightclub singer, mother daughter estrangement, business partner, ungrateful child, mother daughter relationship","Eve Arden, Ann Blyth, Zachary Scott, Jack Carson, Joan Crawford",Michael Curtiz,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ",Warner Bros. Pictures,Unknown
Lady on a Train,94,English,"While watching from her train window, Nikki Collins witnesses a murder in a nearby building. When she alerts the police, they think she has read one too many mystery novels. She then enlists a popular mystery writer to help her solve the crime on her own, but her sleuthing attracts the attentions of suitors and killers.",1945,"Comedy, Crime, Mystery, Romance, Thriller","film noir, murder, inheritance, train, witness to murder","Deanna Durbin, George Coulouris, Allen Jenkins, Ralph Bellamy, David Bruce",Charles David,,,,Universal Pictures,Unknown
Over 21,102,English,"A woman screenwriter lives in a shabby bungalow in order to be near her husband, a 39-year-old newspaper editor who has just joined the army.",1945,Comedy,"army, screenwriter, refrigerator","Alexander Knox, Charles Coburn, Irene Dunne, Jeff Donnell, Loren Tindall",Charles Vidor,fuboTV ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Columbia Pictures,Unknown
Brief Encounter,86,English,"Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey. Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love.",1945,"Drama, Romance","infidelity, farewell, husband wife relationship, narration, marriage, housewife, duty, doctor, love affair, tearjerker, told in flashback, impossible love, shame, guilty conscience, broken heart, hopelessness, scheduled rendezvous, secretiveness","Stanley Holloway, Joyce Carey, Trevor Howard, Celia Johnson, Cyril Raymond",David Lean,"Max, Max Amazon Channel, Criterion Channel, FlixFling, TCM ","Apple TV, Amazon Video, FlixFling ","Apple TV, Amazon Video, FlixFling ","Cineguild, J. Arthur Rank Organisation",Unknown
The Body Snatcher,78,English,"Edinburgh, 1831. Among those who undertake the illegal trade of grave robbery is Gray, ostensibly a cab driver. Formerly a medical student convicted of grave robbery, Gray holds a grudge against Dr. MacFarlane who had escaped detection and punishment.",1945,"Horror, Thriller","blackmail, edinburgh, scotland, murder, medical profession, grave robber, cadaver, dissection, medical research, medical student, body snatching, burking, medical education, child in distress, medical ethics, body snatcher","Russell Wade, Edith Atwater, Boris Karloff, Bela Lugosi, Henry Daniell",Robert Wise,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",RKO Radio Pictures,Unknown
Isle of the Dead,71,English,"On a Greek island during the 1912 war, several people are trapped by quarantine for the plague. If that isn't enough worry, one of the people—a superstitious old peasant—suspects a young woman of being a vampiric demon.",1945,Horror,"island, quarantine, superstition, val lewton, plague","Helene Thimig, Boris Karloff, Ellen Drew, Katherine Emery, Marc Cramer",Mark Robson,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",RKO Radio Pictures,Unknown
Sanshiro Sugata Part Two,83,Japanese,"In this government-suggested sequel, Sugata again grows as a judo master, and demonstrates his (and by extension, all Japanese) superiority to the foreign warrior.",1945,"Action, Drama, Adventure","martial arts, judo, jujitsu, jiu-jitsu","Ryūnosuke Tsukigata, Denjirō Ōkōchi, Yukiko Todoroki, Susumu Fujita, Akitake Kôno",Akira Kurosawa,Criterion Channel ,,,TOHO,Unknown
A Walk in the Sun,117,English,"In the 1943 invasion of Italy, one American platoon lands, digs in, then makes its way inland to attempt to take a fortified farmhouse, as tension and casualties mount.",1945,"War, Drama","italy, world war ii, us military","George Tyne, Richard Conte, Lloyd Bridges, John Ireland, Dana Andrews",Lewis Milestone,"Fandor, Fandor Amazon Channel, IndieFlix ","Amazon Video, Vudu ","Amazon Video, Vudu ","Superior Pictures, Lewis Milestone Productions",Unknown
Christmas in Connecticut,102,English,"While recovering in a hospital, war hero Jefferson Jones grows familiar with the ""Diary of a Housewife"" column written by Elizabeth Lane. Jeff's nurse arranges with Elizabeth's publisher, Alexander Yardley, for Jeff to spend the holiday at Elizabeth's bucolic Connecticut farm with her husband and child. But the column is a sham, so Elizabeth and her editor, Dudley Beecham, in fear of losing their jobs, hasten to set up the single, childless and entirely  nondomestic Elizabeth on a country farm.",1945,"Comedy, Romance","holiday, connecticut, christmas","Barbara Stanwyck, S.Z. Sakall, Dennis Morgan, Reginald Gardiner, Sydney Greenstreet",Peter Godfrey,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Warner Bros. Pictures,Unknown
