Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Daughter of the Dragon,70,English,"At her Chinese father's bidding, a woman goes to murder an enemy and meets a Scotland Yard detective.",1931,"Crime, Drama","pre-code, family curse, vengeance, fu manchu","Warner Oland, Frances Dade, Bramwell Fletcher, Sessue Hayakawa, Anna May Wong",Lloyd Corrigan,,,,Paramount,Unknown
Safe in Hell,71,English,"To avoid the rigors of the law, Gilda flees New Orleans and hides on a Caribbean island where the worst criminals can ask for asylum. Besieged by the scum of the earth, Gilda will soon find out that she has found refuge in hell.",1931,"Thriller, Drama","exotic island, fictitious marriage, call girl, arbitrary law, new orleans, louisiana, self-defense, death sentence, promise, fugitive, accidental death, courtroom, sailor, fake death, pre-code, crooked sheriff, escort girl, crooked cop, caribbean sea, hotel lobby, sex worker, extradition, isolated island, fake marriage, tortuga, loyal wife, former prostitute, motley crew, sexy woman, vulnerable woman, faithful woman, gun death","Ivan F. Simpson, Ralf Harolde, Donald Cook, Dorothy Mackaill, John Wray",William A. Wellman,,,,First National Pictures,Unknown
Come Clean,20,English,"The Hardys wish to have a quiet evening in their apartment, but are interrupted when the Laurels pay a visit. Stan and Ollie go out for ice cream, and manage to prevent a shrewish woman from committing suicide on the way back home. The woman is ungrateful and makes threats against the them unless they look after her. They spend a chaotic evening trying to keep her hidden from their wives.",1931,Comedy,"detective, bedroom, bath tub, diner, neighbor, black and white, bathtub, robe, doorman, rescue from drowning, screaming, soda jerk, jumping off a bridge, ice cream parlor, elevator, accident, short film","Stan Laurel, Oliver Hardy, Mae Busch, Gertrude Astor, Linda Loredo",James W. Horne,,Apple TV ,,"Hal Roach Studios, Metro-Goldwyn-Mayer",Unknown
The Fox Hunt,6,English,"It's morning in the English countryside and time for the gentry to participate in their favorite sport: the fox hunt. The eccentric gentlemen come in all shapes and sizes, the fat ones putting the greatest strain on the horses. The craziest things happen to the monocled hunters. One even gets knocked off his horse when it jumps over a brick wall. He shoots straight up into the air and, thanks to a parachute hidden in his clothes, makes a gentle landing. But instead of the ground, he lands on a cow. Upset by her unwanted passenger, she takes off at top speed, finally dumping him in a mud puddle, where he lands on a pig and continues his wacky ride. Meanwhile, the poor fox finally gets trapped in a hollow log. Dogs to the left of him, dogs to the right! Luckily, the beleaguered creature gets help from a certain powerful, and pungent, friend.",1931,"Animation, Comedy","fox hunt, short film",Richard Edwards,Wilfred Jackson,,,,"Columbia Pictures, Walt Disney Productions",Unknown
Le Million,83,French,"Debt-ridden painter Michel is overcome with joy at discovering that he has just won 1 million florins in the Dutch lottery, but almost immediately, he discovers that his softhearted girlfriend, Béatrice, has given away his jacket containing the winning ticket to an elderly petty thief. Soon Michel, Beatrice and Michel's artistic rival, Prosper, are hurtling through the streets of Paris on the trail of the missing jacket.",1931,"Comedy, Music","musical, based on play or musical, black and white, wild goose chase, betrayal by friend, winning lottery","Vanda Gréville, Jean-Louis Allibert, Annabella, Paul Ollivier, René Lefèvre",René Clair,Criterion Channel ,,,Société des films sonores Tobis,Unknown
The Christmas Party,9,English,"In this holiday short, Jackie Cooper wants to throw a Christmas party for his friends on his football team but doesn't know how to go about it. His fellow stars at MGM help him out.",1931,Family,"christmas party, child star, hollywood star, christmas, 1930s, promotional film, movie studio, short film","Jackie Cooper, Norma Shearer, Clark Gable, Reginald Denny, Charlotte Greenwood",Charles Reisner,,,,Metro-Goldwyn-Mayer,Unknown
"Dance, Fools, Dance",78,English,"When misfortune hits hard on the Jordan family of Chicago's upper class, Bonnie Jordan, a dazzling and witty girl, finds a job as an aspiring reporter; however, his naive younger brother Rodney takes a twisted path and gets involved with the wrong people.",1931,"Drama, Crime, Romance","chicago, illinois, bootlegger, upper class, pre-code, nightclub owner, 1930s, female reporter, father daughter relationship, brother sister relationship","Lester Vail, Cliff Edwards, William Holden, Joan Crawford, William Bakewell",Harry Beaumont,,"Apple TV, Amazon Video, Google Play Movies, YouTube ","Apple TV, Amazon Video, Google Play Movies, YouTube ",Metro-Goldwyn-Mayer,Unknown
Kept Husbands,76,English,"A former All-American football star, now working as a steel mill supervisor in New Jersey, falls in love with the mill owner's wealthy, very spoiled daughter.",1931,Drama,"hero, new jersey, pre-code, steel mill, allowance, daughter of the boss","Mary Carr, Ned Sparks, Clara Kimball Young, Joel McCrea, Dorothy Mackaill",Lloyd Bacon,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel, Pure Flix, Fandor Amazon Channel, FlixFling, IndieFlix ","Amazon Video, FlixFling ","Amazon Video, FlixFling ",RKO Radio Pictures,Unknown
Young Donovan's Kid,77,English,A crusader tries to keep a dope dealer from corrupting children.,1931,"Crime, Drama","drug dealer, crusader, judge, prohibition era, gangster, gang leader, priest, big city, police officer, police detective, held at gunpoint, gang member, district attorney, pre-code, catholic church","Jackie Cooper, Boris Karloff, Marion Shilling, Frank Sheridan, Richard Dix",Fred Niblo,,,,RKO Radio Pictures,Unknown
La Chienne,96,French,"Cashier Maurice Legrand is married to Adele, a terror. By chance, he meets Lucienne, ""Lulu"", and make her his mistress. He thinks he finally met love, but Lulu is nothing but a streetwalker, in love with Dede, her pimp. She only accepts Legrand to satisfy Dede's needs of money.",1931,"Drama, Crime","based on novel or book, unrequited love, black and white","Janie Marèse, Michel Simon, Georges Flamant, Roger Gaillard, Magdeleine Bérubet",Jean Renoir,Criterion Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Les Établissements Braunberger-Richebé,Unknown
