Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
The Scoundrel,76,English,"A ruthless, cynical, hated publisher is killed in a plane crash, doomed to be a ""restless"" spirit for being unloved. A heavenly power gives him a month on Earth to find one person to shed a tear for him before his fate is sealed.",1935,Drama,publisher,"Julie Haydon, Martha Sleeper, Ernest Cossart, Stanley Ridges, Noël Coward","Ben Hecht, Charles MacArthur",,,,Hecht-MacArthur Productions,Unknown
I Dream Too Much,97,English,"Opera student Annette Monard meets composer Jonathan Street, and in a buoyant, alcohol-fueled evening, the couple marries. Sincerely falling in love, Jonathan encourages the talented Annette to sing — yet when his own attempt at an opera fails, Jonathan lashes out at Annette's success. Despite her husband's jealousy, Annette embarks on a successful career that allows her to secretly fund Jonathan's opera, bringing their marriage to a crisis.",1935,"Romance, Comedy","opera, paris, france, musical, movie star, cabaret performer","Eric Blore, Lucien Littlefield, Henry Fonda, Lily Pons, Osgood Perkins",John Cromwell,,,,RKO Radio Pictures,Unknown
Mickey's Garden,9,English,"The insects have completely taken over Mickey's garden. He spritzes them with insecticide, but runs out and they keep feasting. He mixes a new batch. Meanwhile, Pluto stalks a bug and gets his head stick in a pumpkin. He stumbles around and bumps into Mickey and the sprayer, giving Mickey a faceful of bug juice. He awakens to a warped reality, where the bugs and plants are giant sized, and the bugs get drunk on the insecticide and chase our heroes. Mickey recovers from his nightmare, discovering the giant worm he was wrestling was the hose.",1935,Animation,"nightmare, cartoon, gardening, bugs, short film","Pinto Colvig, Walt Disney",Wilfred Jackson,,,,Walt Disney Productions,Unknown
The Good Fairy,98,English,"In 1930s Budapest, naïve orphan Luisa Ginglebuscher becomes an usherette at the local movie house, determined to succeed in her first job by doing good deeds for others and maintaining her purity. Luisa's well-meaning lies get her caught between a lecherous businessman, Konrad, and a decent but confused doctor, Max Sporum. When Luisa convinces Konrad that she's married to Max, Konrad tries everything he can to get rid of the baffled doctor.",1935,"Comedy, Romance","budapest, hungary, based on play or musical, black and white, orphan, good deed, usherette, good deed doer","Eric Blore, Margaret Sullavan, Frank Morgan, Reginald Owen, Herbert Marshall",William Wyler,,,,Universal Pictures,Unknown
Crime and Punishment,88,English,A man is haunted by a murder he's committed.,1935,"Crime, Drama","murder, pawnshop, police inspector, criminology","Marian Marsh, Peter Lorre, Edward Arnold, Elisabeth Risdon, Tala Birell",Josef von Sternberg,,,,"B.P. Schulberg Productions, Columbia Pictures",Unknown
Werewolf of London,75,English,A strange animal attack turns a botanist into a bloodthirsty monster.,1935,"Horror, Fantasy","london, england, monster, moon, himalaya mountain range, zoo, moonlight, mad scientist, wolfman, murder, werewolf, black and white, creature, lycanthrope","Warner Oland, Henry Hull, Lester Matthews, Lawrence Grant, Valerie Hobson",Stuart Walker,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Universal Pictures,Unknown
Peter Ibbetson,88,English,"When his mother dies, young Peter Ibbetson leaves Paris and his best friend, Mary, behind to live with a severe uncle in England. Years later, Peter is an architect with little time for women, until he begins a project with the Duke and Duchess of Towers. When Peter and the duchess become great friends, she reveals that she is Mary — but the duke soon suspects his wife of infidelity and challenges Peter to a duel, threatening the pair's second chance.",1935,"Drama, Fantasy, Romance",shared dream,"Douglass Dumbrille, Ida Lupino, Gary Cooper, Ann Harding, John Halliday",Henry Hathaway,,,,Paramount,Unknown
Black Fury,94,English,A simple Pennsylvania coal miner is drawn into the violent conflict between union workers and management.,1935,Drama,"gunfight, union, force, coal mining","John Qualen, Karen Morley, William Gargan, Paul Muni, Barton MacLane",Michael Curtiz,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",First National Pictures,Unknown
A Night at the Opera,96,English,The Marx Brothers take on high society and the opera world to bring two lovers together. A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,1935,"Comedy, Music","opera, cross dressing","Kitty Carlisle, Chico Marx, Groucho Marx, Harpo Marx, Allan Jones","Edmund Goulding, Sam Wood",,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
We're Only Human,69,English,"A cop, who plays by his own rules, brings down a notorious gangster.",1935,"Crime, Drama","police, irish-american","James Gleason, Harold Huber, Preston Foster, Jane Wyatt, Jane Darwell",James Flood,,,,RKO Radio Pictures,Unknown
Mickey's Fire Brigade,8,English,"Mickey, Donald and Goofy are a fire department. As you might expect, their attempts at fighting a boardinghouse fire are not particularly effective. They hear Clarabelle singing in the bathtub and rescue her, tub and all, against her will (she won't believe there's a fire).",1935,"Animation, Comedy","fire brigade, short film","Pinto Colvig, Walt Disney, Clarence Nash, Elvia Allman",Ben Sharpsteen,,,,Walt Disney Productions,Unknown
