Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Learning to Love,70,English,A 1925 film directed by Sidney Franklin.,1925,Comedy,partially lost film,"Edythe Chapman, John Harron, Antonio Moreno, Emily Fitzroy, Constance  Talmadge",Sidney Franklin,,,,"Norma Talmadge Film Corporation, First National Pictures",Unknown
Dr. Pyckle and Mr. Pride,21,English,"Stan Laurel before Laurel and Hardy, in this ""Dr Jekyll and Mr Hyde""-inspired story, which was released 30 July 1925.",1925,,None,"Stan Laurel, Julie Leonard, Dot Farley, Syd Crossley, Pete the Dog","Scott Pembroke, Joe Rock","FlixFling, IndieFlix ",FlixFling ,FlixFling ,,Unknown
Master of the House,107,Danish,A bully browbeats his wife and children until he meets his match in the woman who raised him.,1925,"Drama, Comedy",silent film,"Clara Schønfeld, Mathilde Nielsen, Astrid Holm, Karin Nellemose, Johannes Meyer",Carl Theodor Dreyer,"Max, Max Amazon Channel, Criterion Channel ",,,Palladium,Unknown
Shore Leave,93,English,"""Bilge"" Smith (Richard Barthelmess), a tough sailor, meets Connie Martin (Dorothy Mackaill), a seamstress in a small harbor who has never had a boyfriend. Connie is instantly smitten. She invites Smith to dinner, where he dances with her and gives her a kiss. Connie has a hard time letting him go, and makes him promise that he will come back.",1925,Comedy,None,"Marie Shotwell, Richard Barthelmess, Ted McNamara, Nick Long, Dorothy Mackaill",John S. Robertson,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel ",,,Inspiration Pictures,Unknown
The Man Who Found Himself,70,English,Alfred E.Green silent family relationship romantic melodrama,1925,Drama,"embezzler, silent film","Frank Morgan, Ralph Morgan, Thomas Meighan, Virginia Valli, Charles A. Stevenson",Alfred E. Green,,,,Paramount,Unknown
Alice Gets Stung,8,English,"Julius goes rabbit hunting while Alice goes bear hunting. Alice and her cat learn at their own expense that one shouldn't bother animals, whether those be rabbits or bears.",1925,"Animation, Comedy",None,Virginia Davis,Walt Disney,,,,Walt Disney Productions,Unknown
Hogan's Alley,70,English,"Lefty O'Brien, a pugilist, becomes engaged to ex-tomboy Patsy Ryan against the wishes of her father, Michael. They both live in an Irish-Jewish neighborhood on New York's East Side known as ""Hogan's Alley."" Lefty defeats Battling Savage for the championship, breaking his left hand and leaving his opponent close to death.",1925,"Action, Drama",None,"Frank Hagney, Monte Blue, Patsy Ruth Miller, Willard Louis, Louise Fazenda",Roy Del Ruth,,,,Warner Bros. Pictures,Unknown
Wolf Blood,68,Unknown,"Dick Bannister is the new field boss of the Ford Logging Company, a Canadian logging-crew during a time when conflicts with the powerful Consolidated Lumber Company, a bitter rival company, have turned bloody, like a private war. His boss, Miss Edith Ford, comes to inspect the lumberjack camp, bringing her doctor fiancé with her. Dick is attacked by his rivals and left for dead. His loss of blood is so great that he needs a transfusion, but no human will volunteer, so the surgeon uses a wolf as a source of the blood. Afterwards, Dick begins having dreams where he runs with a pack of phantom wolves, and the rival loggers get killed by wolves. Soon, these facts have spread through the camp. (via YouTube)",1925,"Drama, Horror","wolf, wolfman, werewolf, silent film, blood transfusion","Roy Watson, Frank Clark, George Chesebro, Marguerite Clayton, Milburn Morante","Bruce Mitchell, George Chesebro",Cultpix ,,,Ryan Brothers Productions,Unknown
Strike,89,Russian,Workers in a factory in pre-revolutionary Russia go on strike and are met by violent suppression.,1925,Drama,"strike, silent film, labor strike","Maksim Shtraukh, Mikhail Gomorov, Ivan Klyukvin, Grigori Aleksandrov, Aleksandr Antonov",Sergei Eisenstein,"Criterion Channel, FlixFling ","Amazon Video, FlixFling ","Amazon Video, Pantaflix, FlixFling, Kino Now ","Proletkult, Gosfilmfond Russia",Unknown
The Movies,19,English,Silent comedy about a poor country bumpkin who goes to Hollywood to make good.,1925,Comedy,"big city, motion pictures, country bumpkin, short film","Marcella Daly, Frank Jonasson, Arthur Thalasso, Glen Cavender, Lloyd Hamilton",Roscoe Arbuckle,,,,Lloyd Hamilton Corporation,Unknown
