Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Saboteur,108,English,Aircraft factory worker Barry Kane flees across the United States after he is wrongly accused of starting the fire that killed his best friend.,1942,"Thriller, Mystery","falsely accused, statue of liberty, aircraft factory","Priscilla Lane, Alan Baxter, Clem Bevans, Otto Kruger, Robert Cummings",Alfred Hitchcock,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Universal Pictures, Frank Lloyd Productions",Unknown
All Through the Night,107,English,Broadway gamblers stumble across a plan by Nazi saboteurs to blow up an American battleship.,1942,"Action, Comedy, Crime, Thriller, War","new york city, nazi, auction, world war ii, saboteur, singer, gloves, gambler, nazi spy, cheesecake, auctioneer, the bowery, docks, nazi saboteurs, auction item, american-nazi, fifth column, nazi female, auction house","Frank McHugh, Kaaren Verne, Humphrey Bogart, Conrad Veidt, Jane Darwell",Vincent Sherman,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Warner Bros. Pictures,Unknown
Night Monster,72,English,"Kurt Ingston, a rich recluse, invites the doctors who left him a hopeless cripple to his desolate mansion in the swamps as one by one they meet horrible deaths.",1942,"Horror, Mystery, Thriller","skeleton, sheriff, mystic, fog, revenge, murder, doctor, strangulation, revenge motive, psychiatrist, old dark house, amputee","Fay Helm, Irene Hervey, Ralph Morgan, Nils Asther, Don Porter",Ford Beebe,,,,Universal Pictures,Unknown
Mrs. Miniver,134,English,"Middle-class housewife Kay Miniver deals with petty problems. She and her husband Clem watch her Oxford-educated son Vin court Carol Beldon, the charming granddaughter of the local nobility as represented by Lady Beldon. Then the war comes and Vin joins the RAF.",1942,"Drama, Romance, War","based on novel or book, england, hostage, world war ii, prisoner of war, pilot, rose, black and white, river patrol, bombing, home front, dunkirk","Walter Pidgeon, Reginald Owen, Greer Garson, Teresa Wright, May Whitty",William Wyler,IndieFlix ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Spectrum On Demand ",Metro-Goldwyn-Mayer,Unknown
Prelude to War,53,English,"Prelude to War was the first film of Frank Capra's Why We Fight propaganda film series, commissioned by the Pentagon and George C. Marshall. It was made to convince American troops of the necessity of combating the Axis Powers during World War II. This film examines the differences between democratic and fascist states.",1942,"Documentary, War",world war ii,"Walter Huston, Max Schmeling","Frank Capra, Anatole Litvak","Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, GuideDoc, Fandor Amazon Channel, FlixFling ","Amazon Video, FlixFling ","Amazon Video, FlixFling ","War Activities Committee of the Motion Pictures Industry, U.S. War Department",http://www.archive.org/details/PreludeToWar
Showdown,8,English,Superman's reputation is tarnished when a crook begins committing crimes in a Superman costume.,1942,"Animation, Action","superhero, super power, stolen identity, frame up, short film","Jackson Beck, Julian Noa, Jack Mercer, Joan Alexander, Bud Collyer",Izzy Sparber,,,,Famous Studios,Unknown
I Married a Witch,74,English,"Rocksford, New England, 1672. Puritan witch hunter Jonathan Wooley is cursed after burning a witch at the stake: his descendants will never find happiness in their marriages. At present, politician Wallace Wooley, who is running for state governor, is about to marry his sponsor's daughter.",1942,"Comedy, Romance, Fantasy","flying car, witch burning, supernatural, halloween, screwball comedy, warlock, political candidate, family curse, father daughter relationship, magic spell, salem, supernatural comedy, witch comedy, fantasy comedy","Susan Hayward, Cecil Kellaway, Robert Benchley, Fredric March, Veronica Lake",René Clair,"Max, Max Amazon Channel, Criterion Channel ","Apple TV, Amazon Video ","Apple TV, Amazon Video ",Rene Clair Productions,Unknown
Kings Row,127,English,Five young adults in a small American town face the revelations of secrets that threaten to ruin their hopes and dreams.,1942,"Romance, Drama, Mystery","small town, based on novel or book, friends, inheritance, doctor, childhood friends, turn of the century, 1900s","Ronald Reagan, Ann Sheridan, Betty Field, Charles Coburn, Robert Cummings",Sam Wood,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Warner Bros. Pictures,Unknown
The Big Street,88,English,Meek busboy Little Pinks is in love with an extremely selfish showgirl who despises and uses him.,1942,"Romance, Drama","unrequited love, showgirl, runyonesque characters","Lucille Ball, Eugene Pallette, Henry Fonda, Barton MacLane, Agnes Moorehead",Irving Reis,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",RKO Radio Pictures,Unknown
Random Harvest,126,English,"An amnesiac World War I vet falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-War life.",1942,"Romance, Drama","amnesia, based on novel or book, world war i, musical, romance, 1940s, weepie","Henry Travers, Susan Peters, Ronald Colman, Greer Garson, Philip Dorn",Mervyn LeRoy,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
The Magnificent Ambersons,88,English,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,1942,"Drama, Romance","small town, marriage proposal, jealousy, love of one's life, marriage crisis, only child","Dolores Costello, Joseph Cotten, Tim Holt, Agnes Moorehead, Anne Baxter",Orson Welles,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Spectrum On Demand ","Mercury Productions, RKO Radio Pictures",Unknown
Woman of the Year,114,English,"Rival reporters Sam and Tess fall in love and get married, only to find their relationship strained when Sam comes to resent Tess' hectic lifestyle.",1942,"Comedy, Romance, Drama","new york city, journalist, refugee, baseball, adoption, kiss, romantic comedy, secretary, reporter, sports writer","Katharine Hepburn, Fay Bainter, Spencer Tracy, Reginald Owen, Minor Watson",George Stevens,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
There Was a Father,93,Japanese,"Shuhei Horikawa, a poor schoolteacher, struggles to raise his son Ryohei by himself, despite neither money nor prospects.",1942,Drama,"math teacher, single father, schoolteacher, textile worker, father son relationship","Takeshi Sakamoto, Shūji Sano, Haruhiko Tsuda, Shin Saburi, Chishū Ryū",Yasujirō Ozu,Criterion Channel ,,,Shochiku,Unknown
The Three Musketeers,136,Spanish,"Cantinflas and three friends return a stolen necklace to an actress who invites them to be extras at Clasa studios. While on the set, he falls asleep and dreams that he is d'Artagnan, fighting on behalf of Queen Anne.",1942,"Adventure, Comedy","france, based on novel or book, sword, greed, queen, parody, king, musketeer, swashbuckler, cardinal","Cantinflas, Consuelo Frank, Pituka de Foronda, Janet Alcoriza, Ángel Garasa",Miguel M. Delgado,,"Google Play Movies, YouTube ","Google Play Movies, YouTube ",POSA Films,Unknown
Aniki-Bóbó,71,Portuguese,"Two schoolboys, Carlitos and Eduardo, fight for the affection of a girl, Teresinha.",1942,"Drama, Family",porto,"Fernanda Matos, Feliciano David, Horácio Silva, Américo Botelho, Nascimento Fernandes",Manoel de Oliveira,,,,Produções António Lopes Ribeiro,Unknown
The Talk of the Town,118,English,"When the Holmes Woolen Mill burns down, political activist Leopold Dilg is jailed for arson and accidental murder. Escaping, Leopold hides out in the home of his childhood sweetheart Nora Shelley... which she has just rented to unsuspecting law professor Michael Lightcap.",1942,"Comedy, Drama, Romance","factory, fire, trial, supreme court, murder, arson, gardener, hideout","Jean Arthur, Cary Grant, Ronald Colman, Edgar Buchanan, Glenda Farrell",George Stevens,fuboTV ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Columbia Pictures,Unknown
Sherlock Holmes and the Voice of Terror,65,English,"England, at the start of World War Two. Mysterious wireless broadcasts, apparently from Nazi Germany are heard over the BBC. They warn of acts of terror in England, just before they take place. Baffled, the Defense Committee call in Sherlock Holmes.",1942,"Crime, Mystery, Thriller","nazi, germany, world war ii, black and white, radio broadcast, mysterious, wireless, sherlock holmes","Evelyn Ankers, Nigel Bruce, Basil Rathbone, Reginald Denny, Thomas Gomez",John Rawlins,FlixFling ,"Apple TV, Amazon Video, Vudu, FlixFling ","Apple TV, Amazon Video, Vudu, FlixFling ",Universal Pictures,Unknown
