Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Breaker Morant,107,English,"During the Boer War, three Australian lieutenants are on trial for shooting Boer prisoners. Though they acted under orders, they are being used as scapegoats by the General Staff, who hopes to distance themselves from the irregular practices of the war. The trial does not progress as smoothly as expected by the General Staff, as the defence puts up a strong fight in the courtroom.",1980,"Drama, History, War","war crimes, writing, mythology, south africa, military court, military service, based on true story, based on play or musical, trial, court martial, boer war, 1900s","Charles Tingwell, Jack Thompson, Bryan Brown, Edward Woodward, John Waters",Bruce Beresford,"Max, Max Amazon Channel, Criterion Channel ",Amazon Video ,Amazon Video ,South Australian Film Corporation,Unknown
Atlantic City,104,English,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",1980,"Crime, Drama, Romance","new jersey, casino, gangster, cocaine, casanova, murder, mobster, atlantic city, older man younger woman relationship, poker game, drugs, lemon","Burt Lancaster, Michel Piccoli, Susan Sarandon, Kate Reid, Hollis McLaren",Louis Malle,"Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Paramount+ Roku Premium Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Canadian Film Development Corporation, Famous Players Limited, Selta Films, International Cinema Corporation (ICC), Cine-Neighbor, Paramount",Unknown
The Changeling,103,English,"After a tragic event happens, composer John Russell moves to Seattle to try to overcome it and build a new and peaceful life in a lonely big house that has been uninhabited for many years. But, soon after, the obscure history of such an old mansion and his own past begin to haunt him.",1980,Horror,"composer, seattle, washington, medium, isolated house, music professor, historical society, canuxploitation, traumatized man","Barry Morse, John Colicos, George C. Scott, Trish Van Devere, Melvyn Douglas",Peter Medak,Screambox Amazon Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Kino Now ",Chessman Park Productions,Unknown
Christmas Evil,94,English,"Garbed in his red suit, Harry, a toy factory worker, decides that the only thing he can do to save the spirit of Christmas is to become Santa Claus himself and make all of the naughty townspeople pay... in blood!",1980,"Horror, Thriller","santa claus, hospital, church, killer, killing spree, peeping tom, killer santa claus, christmas horror, toy factory, christmas, delusional","Jeffrey DeMunn, Dianne Hull, Brian Neville, Andy Fenwick, Brandon Maggart",Lewis Jackson,"fuboTV, AMC+ Amazon Channel, AMC+, Shudder, Night Flight Plus, Shudder Amazon Channel, Screambox Amazon Channel, FlixFling, Shudder Apple TV Channel ","Vudu, FlixFling ","Vudu, FlixFling ","Cinevid Productions, Pressman Film",Unknown
The Mirror Crack'd,105,English,Jane Marple solves the mystery when a local woman is poisoned and a visiting movie star seems to have been the intended victim.,1980,"Crime, Thriller, Mystery","detective, death, movie star, murder mystery","Geraldine Chaplin, Edward Fox, Angela Lansbury, Tony Curtis, Kim Novak",Guy Hamilton,"Britbox Apple TV Channel , BritBox, BritBox Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","G.W. Films, EMI Films, Agatha Christie Limited",Unknown
The King and the Mockingbird,83,French,"The kingdom of Takicardie quakes under the rule of the tyrannical King Charles V-et-III-font-VIII-et-VIII-font-XVI, whose favourite pastime is shooting birds. His archenemy is a cheeky mockingbird, whose favourite pastime is thwarting the king’s attempts to shoot birds. One night, a portrait of the king comes to life and disposes of the real king, taking his place. The portrait king falls in love with a young shepherdess in another painting and intends to marry her. But, alas, the shepherdess has fallen in love with a chimneysweep and together they elope from the king’s palace. Enraged, the king sends his police to capture them and once they are within his power he forces the shepherdess to marry him. The mockingbird must use all his guile and courage to once more thwart the king and bring his evil reign to an end.",1980,"Animation, Family, Fantasy","magic, fairy tale, royalty, impossible love, visual poetry","Jean Martin, Albert Médina, Renaud Marx, Agnès Viala, Pascal Mazzotti",Paul Grimault,,,,"Les Films Paul Grimault, Les Films Gibé, Antenne 2",Unknown
The Fog,90,English,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",1980,"Horror, Mystery, Thriller","sea, small town, ship, gold, beach, prophecy, sword, narration, beheading, fog, leprosy, lighthouse, church","Jamie Lee Curtis, Adrienne Barbeau, Hal Holbrook, Tom Atkins, Janet Leigh",John Carpenter,,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","AVCO Embassy Pictures, EDI, Debra Hill Productions",http://www.theofficialjohncarpenter.com/the-fog/
Ordinary People,124,English,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",1980,Drama,"chicago, illinois, depression, post-traumatic stress disorder (ptsd), based on novel or book, suicide attempt, middle class, dysfunctional family, grief, psychiatrist, guilt, grieving","Donald Sutherland, Timothy Hutton, M. Emmet Walsh, Mary Tyler Moore, Judd Hirsch",Robert Redford,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Paramount, Wildwood Enterprises",Unknown
Tom Horn,94,English,A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.,1980,"Western, Action, Drama","hero, ranch, trial, shootout, one man army, brutality, justice, rustler","Billy Green Bush, Linda Evans, Steve McQueen, Slim Pickens, Richard Farnsworth",William Wiard,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","First Artists, Solar Productions, Warner Bros. Pictures",Unknown
Forbidden Zone,74,English,"A mysterious door in the basement of the Hercules house leads to the Sixth Dimension by way of a gigantic set of intestine. When Frenchy slips through the door, King Fausto falls in love with her. The jealous Queen Doris takes Frenchy prisoner, and it is up to the Hercules family and friend Squeezit Henderson to rescue her.",1980,"Music, Comedy, Fantasy","musical, satan, sexual violence, incest, rock musical, shock humor, lgbt, school shooting, blackface, abusive mother, independent film, low budget, transgender, experimental surrealism, fantasy comedy","Matthew Bright, Hervé Villechaize, Susan Tyrrell, Gene Cunningham, Marie-Pascale Elfman",Richard Elfman,"Night Flight Plus, FlixFling, Midnight Pulp ","Apple TV, Google Play Movies, YouTube, Vudu, FlixFling ","Apple TV, Google Play Movies, YouTube, Vudu, FlixFling ","Hercules Films, Samuel Goldwyn Company",Unknown
Stir Crazy,111,English,"New Yorkers Skip Donahue and Harry Monroe have no jobs and no prospects, so they decide to flee the city and find work elsewhere, landing jobs wearing woodpecker costumes to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worry about employment — they're sent to prison.",1980,Comedy,"mistaken identity, prison escape, fish out of water, wrongful imprisonment, buddy","Gene Wilder, Miguel Ángel Suárez, Georg Stanford Brown, Richard Pryor, JoBeth Williams",Sidney Poitier,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ",Columbia Pictures,Unknown
The Wife on Vacation... The Lover in Town,90,Italian,"Andrea Damiani sends his wife Valeria off on a skiing holiday so he can spend time with his demanding mistress, Giulia. Little does he suspect that Valeria is having a rendezvous with a Count she recently met. However, Valeria does not know that 'Count' Giovanni is really just a manager's assistant, namely, Andrea's.",1980,Comedy,"holiday, confusion, extramarital affair, rendezvous","Renzo Montagnani, Edwige Fenech, Tullio Solenghi, Barbara Bouchet, Lino Banfi",Sergio Martino,,,,Dania Film,Unknown
Friday the 13th,94,English,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,1980,Horror,"lake, new jersey, drowning, summer camp, sadism, villain, woods, revenge, murder, stalking, serial killer, cabin, camp, slasher, summer, series of murders, franchise, 1950s, teenager","Robbi Morgan, Kevin Bacon, Adrienne King, Betsy Palmer, Jeannine Taylor",Sean S. Cunningham,"Max, Max Amazon Channel, Cinemax Amazon Channel, Showtime Apple TV Channel, Cinemax Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Georgetown Productions Inc., Sean S. Cunningham Films, Paramount",Unknown
The Final Countdown,103,English,"During routine manoeuvres near Hawaii in 1980, the aircraft-carrier USS Nimitz is caught in a strange vortex-like storm, throwing the ship back in time to 1941—mere hours before the Japanese attack on Pearl Harbor.",1980,"War, Action, Science Fiction","airplane, world war ii, time travel, pearl harbor, pacific war, naval warfare, 1940s, 1980s, japanese, uss nimitz","James Farentino, Martin Sheen, Ron O'Neal, Kirk Douglas, Katharine Ross",Don Taylor,"Amazon Prime Video, fuboTV, Night Flight Plus ","Apple TV, Amazon Video, Google Play Movies, YouTube ","Apple TV, Amazon Video, Google Play Movies, YouTube, Pantaflix ","Bryna Productions, United Artists",Unknown
Bronco Billy,116,English,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest.",1980,"Drama, Romance, Comedy","love, cowboy, wild west show","Bill McKinney, Sondra Locke, Geoffrey Lewis, Clint Eastwood, Scatman Crothers",Clint Eastwood,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Second Street Films, Warner Bros. Pictures",Unknown
