Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
The Mechanic,93,English,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code requiring professional perfection and total detachment. One of an elite group of assassins, Bishop may be the best in the business - with a unique talent for cleanly eliminating targets. When Harry McKenna, his close friend and mentor, is murdered, Harry's son comes to him with vengeance in his heart and a desire to learn Bishop's trade, signaling the birth of a deadly partnership.",2011,"Action, Thriller, Crime","chicago, illinois, research, martial arts, assassin, prostitute, airport, mentor, new orleans, louisiana, training, car crash, elite, remake, security, set up, contractor, vengeance, avenging son, colombia, best of the best","Mini Anden, Donald Sutherland, Tony Goldwyn, Jason Statham, Ben Foster",Simon West,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","CBS Films, Nu Image, Millenium Films, Chartoff-Winkler Productions",http://www.themechanicmovie.com/
Rango,107,English,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",2011,"Animation, Comedy, Family, Western, Adventure","hero, gunslinger, sheriff, nevada, mayor, pet, native american, water supply, outlaw, water shortage, spirit, mariachi, disillusionment, desert, construction, frontier town, small western town, animal life, animal protagonist, old west, high noon","Abigail Breslin, Bill Nighy, Ned Beatty, Johnny Depp, Isla Fisher",Gore Verbinski,"Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Paramount+ Roku Premium Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Paramount, Blind Wink, Nickelodeon Movies, GK Films, Industrial Light & Magic",http://www.rangomovie.com/
A Cinderella Story: Once Upon a Song,88,English,"In this modern telling of the classic tale, aspiring singer Katie Gibbs falls for the new boy at her performing arts high school. But Katie's wicked stepmother and stepsister are scheming to crush her dream before she can sing her way into his heart.",2011,"Comedy, Family, Romance, Drama","high school, aspiring singer, orphan, teenage romance, modern fairy tale","Megan Park, Freddie Stroma, Matt Lintz, Missi Pyle, Lucy Hale",Damon Santostefano,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Warner Premiere,Unknown
Just Go with It,117,English,"While romancing Palmer, a much younger schoolteacher, plastic surgeon Danny Maccabee enlists his loyal assistant Katherine to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, Katherine's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",2011,"Comedy, Romance","friendship, hawaii, assistant, plastic surgery, romantic comedy, waterfall, falling in love, older man younger woman relationship, young woman, family vacation, single mother, plastic surgeon, divorced, schoolteacher, rich man, favor, elaborate ruse, pretending to be wife, pretend marriage, backstory, lies to cover lies, pretend family, sorority sister","Nicole Kidman, Jennifer Aniston, Adam Sandler, Nick Swardson, Brooklyn Decker",Dennis Dugan,"Starz Apple TV Channel, Starz Roku Premium Channel, Starz, Starz Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Columbia Pictures, Happy Madison Productions",http://www.justgowithit-movie.com
Hall Pass,105,English,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",2011,"Comedy, Romance","husband wife relationship, freedom, marriage, daydream, friends","Jenna Fischer, Nicky Whelan, Jason Sudeikis, Christina Applegate, Owen Wilson","Bobby Farrelly, Peter Farrelly",,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","New Line Cinema, Conundrum Entertainment, Warner Bros. Pictures",http://hallpassmovie.warnerbros.com/
Kung Fu Panda 2,91,English,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",2011,"Animation, Family, Comedy","mission, martial arts, kung fu, hope, fleet, panda, friends, woman director","Jackie Chan, Dustin Hoffman, Angelina Jolie, Jack Black, Gary Oldman",Jennifer Yuh Nelson,Peacock Premium ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ",DreamWorks Animation,http://www.kungfupanda.com/
Limitless,105,English,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",2011,"Thriller, Mystery, Science Fiction","new york city, medicine, politician, iq, pill, stalking, superhuman, writer, drugs, threat, knowledge, nootropics, mind booster","Abbie Cornish, Anna Friel, Bradley Cooper, Andrew Howard, Robert De Niro",Neil Burger,"Starz Apple TV Channel, Starz Roku Premium Channel, Starz, Starz Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Redbox ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Redbox ","Relativity Media, Virgin Produced, Many Rivers Productions, Boy of the Year, Rogue Pictures, Mandate International",http://www.iamrogue.com/limitless/fullsite/
The 33D Invader,82,Chinese,"A young woman named Future is sent from the year 2046 to the year 2011 in Hong Kong. Future was sent by the United Nations in order to get pregnant, where she can then extract her genes and repopulate the earth as 99% of males have become infertile in the future due to attacks from Planet Xucker. Two assassins from Xuckler are sent after her to stop her. Future meets three University students: Felix, Dan-san and Sing. The men are obsessed with female students next door: Chin-chin, Chen-chen and Sai-sai. The students agree to help Future find a mate at the university.",2011,"Comedy, Science Fiction",None,"Wu Qing-Qing, Akiho Yoshizawa, Samuel Leung Cheuk-Moon, Law Kar-Ying, Monna Lam",Cash Chin Man-Kei,,,,My Way Film Company,Unknown
The Change-Up,112,English,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",2011,Comedy,"jealousy, chance, change, wish, man change, co-workers relationship, body-swap","Jason Bateman, Alan Arkin, Ryan Reynolds, Leslie Mann, Olivia Wilde",David Dobkin,"Netflix, Netflix basic with Ads ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Universal Pictures, Relativity Media, Original Film, Big Kid Pictures, Rampage VFX",http://www.thechangeupmovie.com/
Batman: Year One,64,English,A wealthy playboy named Bruce Wayne and a Chicago cop named Jim Gordon both return to Gotham City where their lives unexpectedly intersect.,2011,"Action, Animation, Crime","superhero, based on comic, vigilante, police corruption, based on graphic novel, origin of hero, masked vigilante, adult animation, police vigilantism, woman director, vigilantism, commissioner gordon","Jon Polito, Eliza Dushku, Bryan Cranston, Alex Rocco, Ben McKenzie","Sam Liu, Lauren Montgomery",,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Warner Bros. Animation, Warner Premiere, DC Entertainment",https://www.warnerbros.com/movies/batman-year-one
Ice Age: A Mammoth Christmas,26,English,"When Sid accidentally destroys Manny's heirloom Christmas rock and ends up on Santa's naughty list, he leads a hilarious quest to the North Pole to make things right and ends up making things much worse. Now it's up to Manny and his prehistoric posse to band together and save Christmas for the entire world!",2011,"Animation, Family, TV Movie","holiday, prehistory, christmas","Billy Gardell, Denis Leary, Queen Latifah, John Leguizamo, Ray Romano",Karen Disher,Disney Plus ,Vudu ,,"20th Century Fox Animation, Blue Sky Studios, Reel FX Creative Studios",http://www.blueskystudios.com
The Intouchables,113,French,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,2011,"Drama, Comedy","friendship, male friendship, based on true story, masseuse, aristocrat, paragliding, interracial friendship, unlikely friendship, duringcreditsstinger, quadriplegic, quadriplegia, loving, feel good, intouchables","Anne Le Ny, Omar Sy, François Cluzet, Clotilde Mollet, Dominique Henry","Éric Toledano, Olivier Nakache",Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, FlixFling ","Gaumont, CinéCinéma, Quad Productions, Chaocorp, Ten Films, TF1, Canal+, TF1 Films Production",Unknown
Kung Fu Panda: Secrets of the Masters,24,English,"Po and the Furious Five uncover the legend of three of kung fu's greatest heroes: Master Thundering Rhino, Master Storming Ox, and Master Croc.",2011,"Animation, Action, Comedy",None,"Dustin Hoffman, Randall Duk Kim, Angelina Jolie, Jack Black, Seth Rogen",Tony Leondis,,Vudu ,Vudu ,DreamWorks Animation,http://www.kungfupanda.com
The Twilight Saga: Breaking Dawn - Part 1,117,English,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,2011,"Adventure, Fantasy, Romance","based on novel or book, vampire, hybrid, teen movie, werewolf, supernatural creature, dead, duringcreditsstinger, based on young adult novel","Taylor Lautner, Robert Pattinson, Billy Burke, Peter Facinelli, Kristen Stewart",Bill Condon,"Hulu, Starz Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Summit Entertainment, Sunswept Entertainment, TSBD Canada Productions, TSBD Louisiana, TSBD Productions, Temple Hill Entertainment, Total Entertainment",http://www.breakingdawn-themovie.com/
Real Steel,127,English,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",2011,"Action, Science Fiction, Drama","future, sports, parent child relationship, fight, robot, prizefight, father son reunion, robot fighting","Evangeline Lilly, Kevin Durand, Anthony Mackie, Dakota Goyo, Hugh Jackman",Shawn Levy,,"Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Amazon Video, Google Play Movies, YouTube, Microsoft Store ","DreamWorks Pictures, Reliance Entertainment, 21 Laps Entertainment, Montford / Murphy Productions, Touchstone Pictures",Unknown
The Green Hornet,119,English,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",2011,"Action, Crime, Comedy","martial arts, assassin, bomb, superhero, nightclub, vandalism, training, knife, trap, playboy, revenge, kato, meth lab","Tom Wilkinson, Cameron Diaz, Christoph Waltz, Jay Chou, Seth Rogen",Michel Gondry,Hulu ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Original Film, Reliance Big Entertainment, Sony Pictures, Columbia Pictures",http://www.sonypictures.com/movies/thegreenhornet/
Battle: Los Angeles,116,English,"When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.",2011,"Science Fiction, Action","hero, saving the world, chaos, marine corps, retirement, meteor, space invasion, alien, survival, battlefield, sergeant, los angeles, california, battle, alien invasion, u.s. marine, escapade, heroic mission, evil alien","Bridget Moynahan, Will Rothhaar, Ramón Rodríguez, Michael Peña, Aaron Eckhart",Jonathan Liebesman,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Columbia Pictures, Relativity Media, Original Film",http://www.battlela.com
Puss in Boots,90,English,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",2011,"Animation, Family, Fantasy, Adventure, Comedy","small town, fairy tale, rebel, spin off, wild west, talking cat, pets","Salma Hayek Pinault, Amy Sedaris, Antonio Banderas, Billy Bob Thornton, Zach Galifianakis",Chris Miller,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",DreamWorks Animation,https://www.dreamworks.com/movies/puss-in-boots
Pixie Hollow Games,23,English,"Rosetta and new arrival Chloe band together to try to break the garden fairies' legendary losing streak in the Pixie Hollow Games, a sports spectacle filled with pixie pageantry, fantastic fairy events and hilarious surprises.",2011,"Animation, Family","sports, magic, competition, fairy tale, olympic games, fairy, sport competition, duringcreditsstinger","Tiffany Thornton, Brenda Song, Jason Dolley, Megan Hilty, Zendaya",Bradley Raymond,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",,"DisneyToon Studios, Prana Animation Studios",http://fairies.disney.com/pixie-hollow-games
Rise of the Planet of the Apes,105,English,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",2011,"Thriller, Action, Drama, Science Fiction","intelligence, dystopia, zoo, alzheimer's disease, cage, golden gate bridge, ape, monkey, medical research","Freida Pinto, James Franco, John Lithgow, Brian Cox, Andy Serkis",Rupert Wyatt,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Dune Entertainment III, Dune Entertainment, Chernin Entertainment, Ingenious Media, Big Screen Productions, 20th Century Fox",https://www.20thcenturystudios.com/movies/rise-of-the-planet-of-the-apes
Detachment,98,English,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",2011,Drama,"depression, falsely accused, classroom, grandfather, unhappiness, animal abuse","Christina Hendricks, Sami Gayle, Adrien Brody, Betty Kaye, Louis Zorich",Tony Kaye,"Topic, Topic Apple TV Channel ","Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Paper Street Films, Kingsgate Films, Appian Way",Unknown
New Year's Eve,118,English,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,2011,"Comedy, Romance","new year's eve, holiday, illustrator, caterer, pedicab, ticket, videoconferencing, multiple storylines, duringcreditsstinger","Josh Duhamel, Sarah Jessica Parker, Hilary Swank, Michelle Pfeiffer, Robert De Niro",Garry Marshall,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","New Line Cinema, Karz Entertainment, Warner Bros. Pictures",Unknown
