Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Beneath the 12-Mile Reef,102,English,"Mike and Tony Petrakis are a Greek father and son team who dive for sponges off the coast of Florida. After they are robbed by crooks, Arnold and the Rhys brothers, Mike decides to take his men to the dangerous 12-mile reef to dive for more sponges. Mike suffers a fatal accident when he falls from the reef leaving Tony to carry on the business. But now he has a companion, Gwyneth Rhys.",1953,"Adventure, Drama","florida, reef, sponge divers","Terry Moore, Robert Wagner, Richard Boone, Gilbert Roland, J. Carrol Naish",Robert D. Webb,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel, MGM Plus, Pure Flix, Classix, Fandor Amazon Channel, FilmBox+ ","Amazon Video, Vudu ","Amazon Video, Vudu ",20th Century Fox,Unknown
Little Fugitive,80,English,"After a prank makes Joey Norton believe he killed his older brother, he runs away from home and spends the day at Coney Island while his brother tries to find him before their mother gets home.",1953,"Drama, Family",woman director,"Richard Brewster, Richie Andrusco, Winifred Cushing, Will Lee, Jay Williams","Ray Ashley, Morris Engel, Ruth Orkin",,,Kino Now ,Little Fugitive Production Company,Unknown
Beat the Devil,95,English,A group of con artists stake their claim on a bogus uranium mine.,1953,"Adventure, Comedy","beach, husband wife relationship, italy, narration, lie, dark comedy, satire, liar, thief, film noir, exercise, port, uranium","Gina Lollobrigida, Humphrey Bogart, Peter Lorre, Robert Morley, Jennifer Jones",John Huston,"Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, Pure Flix, Classix, Fandor Amazon Channel, FlixFling ","Apple TV, Amazon Video, Vudu, FlixFling ","Apple TV, Amazon Video, Vudu, FlixFling ","Rizzoli-Haggiag, Romulus Films, Santana Pictures Corporation",Unknown
The Robe,135,English,"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",1953,"Drama, History","epic, palestine, roman empire, christianity, crucifixion, bible, ancient rome, slave auction, robe, slave, guilt, 1st century, caligula, christian film","Victor Mature, Richard Burton, Jean Simmons, Richard Boone, Leon Askin",Henry Koster,FlixFling ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, FlixFling, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, FlixFling ",20th Century Fox,Unknown
Knights of the Round Table,115,English,"In Camelot, kingdom of Arthur and Merlin, Lancelot is well known for his courage and honor. But one day he must quit Camelot and the Queen Guinevere's love, leaving the Round Table without protection.",1953,"Romance, Action, Adventure, Fantasy, Drama","holy grail, swordplay, sword, camelot, round table, sword fight, king arthur, quicksand, jousting, middle ages (476-1453), swashbuckler, excalibur","Stanley Baker, Anne Crawford, Robert Taylor, Ava Gardner, Mel Ferrer",Richard Thorpe,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Metro-Goldwyn-Mayer British Studios, Metro-Goldwyn-Mayer",Unknown
Gunsmoke,79,English,Kittridge is hired by the villans but turns to defend the rancher Saxon after learning the true situation. Kittrige wins Saxon's ranch with a cut of the cards but Saxon has other reasons for loosing the gamble. Telford and Lake try everything from bushwacking to setting a wildfire to stop the Saxon/Kittridge herd of cattle from reaching the railhead.,1953,Western,"gunslinger, ranch, cattle","Mary Castle, Paul Kelly, Charles Drake, Susan Cabot, Audie Murphy",Nathan H. Juran,"fuboTV, Starz Apple TV Channel ",Amazon Video ,Amazon Video ,Universal International Pictures,Unknown
Hondo,84,English,"Army despatch rider Hondo Lane discovers a woman and her son living in the midst of warring Apaches, and he becomes their protector.",1953,Western,"military officer, apache nation, native american, cavalry, 19th century","Ward Bond, Geraldine Page, Michael Pate, Rodolfo Acosta, John Wayne",John Farrow,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Batjac Productions, Wayne-Fellows Productions, Warner Bros. Pictures",Unknown
Robot Monster,66,English,"Ro-Man, an alien robot who greatly resembles a gorilla in a diving helmet, is sent to earth to destroy all human life. Ro-Man falls in love with one of the last six remaining humans, and struggles to understand how his programming can instruct him to kill her while his heart demands that he can't.",1953,"Science Fiction, Horror","b movie, robot, psychotronic","Claudia Barrett, Selena Royle, George Nader, Gregory Moffett, John Mylong",Phil Tucker,Cultpix ,Amazon Video ,Amazon Video ,Three Dimension Pictures,Unknown
Él,92,Spanish,"Gloria encounters Francisco, a man whose social veneer betrays a truer self burrowed underneath.",1953,"Drama, Thriller, Romance","jealousy, sadness, flashback, church, rage, wrath, threat, abuse, rich husband","Manuel Dondé, Arturo de Córdova, Aurora Walker, Carlos Martínez Baena, Delia Garcés",Luis Buñuel,,,,Producciones Tepeyac,Unknown
Crime Wave,73,English,Reformed parolee Steve Lacey is caught in the middle when a wounded former cellmate seeks him out for shelter. The other two former cellmates then attempt to force him into doing a bank job.,1953,"Crime, Thriller","film noir, parolee","Phyllis Kirk, Gene Nelson, Sterling Hayden, Ted de Corsia, Charles Bronson",André de Toth,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Warner Bros. Pictures,Unknown
The Redhead from Wyoming,80,English,A saloonkeeper sides with the sheriff for justice after she's framed for rustling.,1953,Western,"sheriff, range war, cattle, redhead","Alexander Scourby, William Bishop, Alex Nicol, Maureen O'Hara, Robert Strauss",Lee Sholem,fuboTV ,,,Universal International Pictures,Unknown
I Confess,95,English,"Unable, due to the seal of the confessional, to be forthcoming with information that would serve to clear himself during a murder investigation, a priest becomes the prime suspect.",1953,"Drama, Thriller, Crime","police, confession, blackmail, suspicion of murder, quebec, flashback, film noir, murder, caretaker, priest, lawyer, church, housekeeper, catholic, gardener, married woman, murder investigation, blackmailer, murder trial, crisis of conscience, innocent suspect, rectory, seal of confessional","Karl Malden, Brian Aherne, Montgomery Clift, O.E. Hasse, Anne Baxter",Alfred Hitchcock,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Warner Bros. Pictures,Unknown
Escape from Fort Bravo,99,English,A Southern belle frees a Rebel officer and his men from a Union captain's Arizona fort.,1953,Western,"escape, cavalry, confederate, american civil war","Eleanor Parker, William Holden, John Forsythe, William Campbell, William Demarest",John Sturges,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",Metro-Goldwyn-Mayer,Unknown
From Here to Eternity,118,English,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",1953,"War, Romance, Drama","beach, based on novel or book, hawaii, world war ii, harassment, pearl harbor, military base, black and white, bombing, extramarital affair, military life, army base, 1940s, boxing, army bugler","Burt Lancaster, Frank Sinatra, Deborah Kerr, Donna Reed, Montgomery Clift",Fred Zinnemann,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Spectrum On Demand ",Columbia Pictures,Unknown
The Desert Rats,88,English,"In North Africa, German Field Marshal Rommel and his troops have successfully fended off British forces, and now intend to take Tobruk, an important port city. A ramshackle group of Australian reinforcements sent to combat the Germans is put under the command of British Captain MacRoberts. The unruly Aussies immediately clash with MacRoberts, a gruff, strict disciplinarian, however this unorthodox team must band together to protect Tobruk from the German forces.",1953,"War, Action","world war ii, desert, libyan desert, rommel, tobruk","Richard Burton, Robert Newton, James Mason, Robert Douglas, Torin Thatcher",Robert Wise,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",20th Century Fox,Unknown
