Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
"Sleep, My Love",97,English,"A woman wakes up in the middle of the night on board a train, but she can't remember how she got there. Danger and suspense ensue.",1948,"Thriller, Mystery, Drama","film noir, memory loss","Rita Johnson, George Coulouris, Don Ameche, Claudette Colbert, Robert Cummings",Douglas Sirk,,,,"Triangle Productions, Triangelfilm",Unknown
You the Rich,125,Spanish,Pepe el Toro is married to Celia la Chorreada and they have two children.,1948,Drama,"sacrifice, loss of loved one, car crash, sequel, revenge, wealth, murder, arson, poverty, electrocution, high rise","Fernando Soto, Blanca Estela Pavón, Pedro Infante, Pedro de Urdimalas, Evita Muñoz",Ismael Rodríguez,,Apple TV ,Apple TV ,Producciones Rodriguez Hermanos,Unknown
Good Sam,114,English,"Sam Clayton has a good heart and likes to help out people in need. In fact, he likes to help them out so much that he often finds himself broke and unable to help his own family buy the things they need--like a house.",1948,"Comedy, Drama, Romance","robbery, neighbor","Ruth Roman, Ann Sheridan, Ray Collins, Gary Cooper, Louise Beavers",Leo McCarey,,,,Rainbow Productions,Unknown
Fort Apache,125,English,"Owen Thursday sees his new posting to the desolate Fort Apache as a chance to claim the military honour which he believes is rightfully his. Arrogant, obsessed with military form and ultimately self-destructive, he attempts to destroy the Apache chief Cochise after luring him across the border from Mexico, against the advice of his subordinates.",1948,Western,"captain, apache nation, colonel, slaughter, black and white, military, tortured to death, american civil war, 19th century","Ward Bond, Henry Fonda, Shirley Temple, Pedro Armendáriz, John Wayne",John Ford,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ",RKO Radio Pictures,Unknown
State of the Union,124,English,"An industrialist is urged to run for President, but this requires uncomfortable compromises on both political and marital levels.",1948,"Comedy, Drama","infidelity, newspaper, journalist, usa president, washington dc, usa, love triangle, politics, republican party, election, presidential candidate, presidential campaign","Katharine Hepburn, Adolphe Menjou, Angela Lansbury, Spencer Tracy, Van Johnson",Frank Capra,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Liberty Films, Metro-Goldwyn-Mayer",Unknown
The Loves of Carmen,99,English,"Gypsy Carmen drives men wild in 1820s Spain, especially the dragoon Don Jose.",1948,"Drama, Romance","gypsy, murder, chestnut","Rita Hayworth, Victor Jory, Luther Adler, Glenn Ford, Ron Randell",Charles Vidor,FlixFling ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, FlixFling ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, FlixFling ","Columbia Pictures, The Beckworth Corporation",Unknown
Force of Evil,79,English,"Lawyer Joe Morse wants to consolidate all the small-time numbers racket operators into one big powerful operation. But his elder brother Leo is one of these small-time operators who wants to stay that way, preferring not to deal with the gangsters who dominate the big-time.",1948,"Crime, Drama","new york city, gangster, film noir, lawyer, numbers racket, brother brother relationship","Marie Windsor, Howland Chamberlain, John Garfield, Roy Roberts, Thomas Gomez",Abraham Polonsky,,,,"Roberts Pictures Inc., Enterprise Productions, Metro-Goldwyn-Mayer",Unknown
A Hen in the Wind,84,Japanese,"Tokiko is a mother patiently waiting for her husband's return from the war when her 4-year old son becomes ill. She takes him to the doctor for treatment but has no way of paying. She resorts to prostitution. One month later her husband returns from WWII to find his desperate wife, who tells him the truth. Together they must deal with the consequences.",1948,Drama,"guilt, post world war ii","Shūji Sano, Hōhi Aoki, Chieko Murata, Kinuyo Tanaka, Chishū Ryū",Yasujirō Ozu,"Criterion Channel, Fandor, Fandor Amazon Channel ",,,Shochiku,Unknown
Black Bart,80,English,"Cheerful outlaw Charlie Boles leaves former partners Lance and Jersey and heads for California, where the Gold Rush is beginning. Soon, a lone gunman in black is robbing Wells Fargo gold shipments. One fateful day, the stage he robs carries old friends Lance and Jersey...and notorious dancer Lola Montez, coming to perform in Sacramento. Black Bart and Lance become rivals for both Lola's favors and Wells Fargo's gold.",1948,Western,"california, wells fargo","Dan Duryea, Yvonne De Carlo, Lloyd Gough, Jeffrey Lynn, Percy Kilbride",George Sherman,,,,Universal International Pictures,Unknown
Spring in a Small Town,94,Chinese,A married couple living in a desolate small town in post-WWII China are paid a surprise visit by an old friend of the husband's.,1948,"Drama, Romance","small town, spring, family relationships, loveless marriage, 1940s","Li Wei, Zhang Hongmei, Yu Shi, Cui Chaoming, Wei Wei",Mu Fei,"Classix, FlixFling ","Amazon Video, Vudu, FlixFling ","Amazon Video, Vudu, FlixFling ",Wenhua Film Company,Unknown
