Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
Texas Rangers,110,English,"Ten years after the Civil War has ended, the Governor of Texas asks Leander McNelly to form a company of Rangers to help uphold the law along the Mexican border. With a few veterans of the war, most of the recruits are young men who have little or no experience with guns or policing crime.",2001,"Western, Action","tiger, texas, texas ranger, racial segregation, 19th century","James Van Der Beek, Dylan McDermott, Rachael Leigh Cook, Ashton Kutcher, Usher",Steve Miner,"fuboTV, Showtime Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ",Dimension Films,Unknown
The Pledge,123,English,A police chief about to retire pledges to help a woman find her daughter's killer.,2001,"Crime, Drama, Mystery, Thriller","promise, murder, drawing, porcupine, pledge, retirement party, criminal profiler","Robin Wright, Sam Shepard, Jack Nicholson, Aaron Eckhart, Helen Mirren",Sean Penn,"Starz Apple TV Channel, Starz, Starz Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Morgan Creek Entertainment, Franchise Pictures, Clyde Is Hungry Films, Pledge Productions, Epsilon Motion Pictures, Warner Bros. Pictures",http://movies.warnerbros.com/thepledge/
Mimic 2,82,English,"Detective Klaski investigates the death and mutilation of three men and soon crosses paths with Remy, an entomologist. Soon, he discovers that she is being stalked by a giant shape-shifting insect who is bent on taking over New York.",2001,"Horror, Science Fiction, Thriller","beach, mutation, transformation, animal attack, cockroach, creature","Edward Albert, Gaven E. Lucas, Bruno Campos, Will Estes, Alix Koromzay",Jean de Segonzac,Showtime Apple TV Channel ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Dimension Films, Neo Art & Logic",Unknown
Replicant,100,English,"Scientists create a genetic clone of a serial killer in order to help catch the killer, teaming up with two cops.",2001,"Action, Science Fiction, Thriller",None,"Paul McGillion, Jean-Claude Van Damme, Michael Rooker, Ian Robison, Catherine Dent",Ringo Lam,Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Artisan Entertainment, 777 Films Corporation, Millennium Media",Unknown
Spy Kids,88,English,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",2001,"Action, Comedy, Family, Adventure","double life, sibling relationship, parent child relationship, loss of loved one, secret agent, robot","Daryl Sabara, Antonio Banderas, Alan Cumming, Alexa PenaVega, Carla Gugino",Robert Rodriguez,"fuboTV, Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Showtime Roku Premium Channel, Showtime, Showtime Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Troublemaker Studios, Dimension Films, Miramax",Unknown
Monkeybone,93,English,"After a car crash sends repressed cartoonist Stu into a coma, he and the mischievous Monkeybone, his hilarious alter-ego, wake up in a wacked-out waystation for lost souls. When Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!",2001,"Adventure, Fantasy, Animation, Comedy, Science Fiction","coma, based on comic, stop motion, parallel world, organ donation, horniness agent, aftercreditsstinger, cartoonist, live action and animation, live action","Bridget Fonda, John Turturro, Chris Kattan, Giancarlo Esposito, Brendan Fraser",Henry Selick,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","1492 Pictures, Twitching Image Studio, 20th Century Fox",Unknown
Hardball,106,English,"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.",2001,Drama,None,"D.B. Sweeney, John Hawkes, Michael B. Jordan, Diane Lane, Keanu Reeves",Brian Robbins,Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Paramount, Munich Film Partners & Company (MFP) GHS Productions, GHS Productions KG, Nides/McCormick Productions",Unknown
Antitrust,108,English,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,2001,"Action, Crime, Drama","computer, hacker, technology, minidisc, garage, male friendship, microchip, friendship bracelet, business start-up, computer expert, childhood friends, betrayal by friend","Rachael Leigh Cook, Ryan Phillippe, Claire Forlani, Tim Robbins, Richard Roundtree",Peter Howitt,"Max, Max Amazon Channel, Cinemax Amazon Channel, Cinemax Apple TV Channel ","Apple TV, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Google Play Movies, YouTube, Vudu ","Industry Entertainment, Epsilon Motion Pictures, Hyde Park Films, Metro-Goldwyn-Mayer",http://www.antitrustthemovie.com/
American Pie 2,108,English,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",2001,"Comedy, Romance","summer, beach house, group of friends, tantra, superglue, sex comedy","Jason Biggs, Chris Klein, Eddie Kaye Thomas, Seann William Scott, Thomas Ian Nicholas",J.B. Rogers,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Universal Pictures, Liveplanet, Zide-Perry Productions",Unknown
Y Tu Mamá También,106,Spanish,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",2001,"Drama, Romance","adolescence, beach, mexico, group sex, male friendship, road trip, coming of age, human relationship, new mexican cinema, self reflection, melodrama","Gael García Bernal, Daniel Giménez Cacho, Maribel Verdú, Diana Bracho, Diego Luna",Alfonso Cuarón,"AMC+ Amazon Channel, AMC+ Roku Premium Channel, AMC+, IFC Films Unlimited Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube ","Apple TV, Amazon Video, Google Play Movies, YouTube ","Bésame Mucho Pictures, Anhelo Productions",Unknown
