Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
So Big!,81,English,A farmer's widow takes on the land and her late husband's tempestuous son.,1932,"Drama, Romance","widow, vegetable, farm life, pre-code, anti-capitalism","Barbara Stanwyck, George Brent, Mae Madison, Dickie Moore, Bette Davis",William A. Wellman,,,,"The Vitaphone Corporation, Warner Bros. Pictures",Unknown
Pack Up Your Troubles,68,English,"The story begins in 1917 with Stan and Ollie being drafted into the U.S. Army to fight in World War I. While in the Army, the pair befriend a man named Eddie Smith, who is killed by the enemy during a battle. After the war is over, Stan and Ollie venture to New York City, where they begin a quest to reunite Eddie's little daughter with her rightful family. The task proves both monumental and problematic as the boys discover just how many people in New York have the last name Smith.",1932,"Comedy, War","banker, world war i, boot camp, post world war i, black and white, orphan, wedding, food truck, bank loan","Stan Laurel, Oliver Hardy, Mary Carr, Jacquie Lyn, Don Dillaway","Harry Black, Lloyd French, Ray McCarey, George Marshall",,"Apple TV, Google Play Movies, YouTube ","Apple TV, Google Play Movies, YouTube ",Hal Roach Studios,Unknown
The Blue Light,85,German,"A young woman, Junta, lives apart from her village and, for her solitude and strangeness, is considered to be a witch; when she comes to the village for one reason or another, the townsfolk chase her away. They feel that she may in some way be responsible for the deaths of several young men of the village, who have felt compelled, one by one, to climb the local mountain - and fall to their deaths - on nights when the moon is full.",1932,"Drama, Fantasy, Mystery, Adventure","village, mountain, tragic love, black and white, dog, woman director","Martha Mair, Leni Riefenstahl, Beni Führer, Max Holzboer, Mathias Wieman","Leni Riefenstahl, Béla Balázs",,,,Leni Riefenstahl-Produktion,Unknown
Love Me Tonight,89,English,"A Parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.",1932,"Comedy, Romance","paris, france, musical, based on play or musical, pre-code, wild horse","Charles Ruggles, Myrna Loy, Charles Butterworth, Jeanette MacDonald, Maurice Chevalier",Rouben Mamoulian,,,,Paramount,Unknown
Scarface,93,English,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio ""Tony"" Camonte, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.",1932,"Crime, Drama, Romance","chicago, illinois, sibling relationship, based on novel or book, police, prohibition era, alcohol, gangster, gang war, beer, ambition, film noir, murder, mobster, black and white, pre-code","C. Henry Gordon, Ann Dvorak, Karen Morley, Paul Muni, Osgood Perkins",Howard Hawks,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","The Caddo Company, United Artists",Unknown
One Hour with You,80,English,"Andre and Colette Bertier are happily married. When Colette introduces her husband to her flirtatious best friend, Mitzi, he does his best to resist her advances. But she is persistent, and very cute, and he succumbs. Mitzi's husband wants to divorce her, and has been having her tailed. Andre gets caught, and must confess to his wife. But Colette has had problems resisting the attentions of another man herself, and they forgive each other.",1932,"Comedy, Romance","adultery, musical, based on play or musical, unfaithfulness, black and white, divorce, pre-code","Charles Ruggles, Genevieve Tobin, Roland Young, Jeanette MacDonald, Maurice Chevalier",Ernst Lubitsch,,,,Paramount,Unknown
The Music Box,29,English,"The Laurel & Hardy Moving Co. have a challenging job on their hands (and backs): hauling a player piano up a monumental flight of stairs to Prof. von Schwarzenhoffen's house. Their task is complicated by a sassy nursemaid and, unbeknownst to them, the impatient Prof. von Schwarzenhoffen himself. But the biggest problem is the force of gravity, which repeatedly pulls the piano back down to the bottom of the stairs.",1932,Comedy,"black and white, falling down stairs, piano, workplace comedy, delivery man, player piano, short film","Stan Laurel, Oliver Hardy, Billy Gilbert, William Gillespie, Charlie Hall",James Parrott,,"Apple TV, Google Play Movies, YouTube ",,"Hal Roach Studios, Metro-Goldwyn-Mayer",Unknown
Chandu the Magician,71,English,"When delusional madman Roxor kidnaps a scientist in hopes of using his death ray to achieve world dominance, he is opposed by Chandu, a powerful hypnotist and yogi.",1932,"Adventure, Fantasy, Science Fiction","egypt, magic, torture, scientist, death ray, madman, yogi, hypnotic powers, mad lab, based on radio series","Herbert Mundin, Irene Ware, Weldon Heyburn, Bela Lugosi, Edmund Lowe","William Cameron Menzies, Marcel Varnel",,,,Fox Film Corporation,Unknown
Queen Kelly,101,English,A prince betrothed to a mad queen falls in love with an orphan girl from a convent.,1932,"Drama, Romance","brothel, queen, prince, wedding, convent (nunnery)","Sidney Bracey, Gloria Swanson, Walter Byron, Seena Owen, Tully Marshall",Erich von Stroheim,IndieFlix ,,,Gloria Swanson Pictures,Unknown
The Animal Kingdom,85,English,"Tom Collier has had a great relationship with Daisy, but when he decides to marry, it is not Daisy whom he asks, it is Cecelia. After the marriage, Tom is bored with the social scene and the obligations of his life. He publishes books that will sell, not books that he wants to write. Even worse, he has his old friend working as a butler and Cecelia wants him fired. When Tom tries to get back together with Daisy to renew the feelings that he once felt, Daisy turns the tables on him and leaves to protect both of them.",1932,"Comedy, Drama, Romance","new york city, butler, pre-code, publisher","Myrna Loy, Leslie Howard, Neil Hamilton, William Gargan, Ann Harding","Edward H. Griffith, George Cukor","Amazon Prime Video, fuboTV, MGM Plus Amazon Channel, MGM Plus Roku Premium Channel, Pure Flix, Classix, Fandor Amazon Channel ","Amazon Video, Google Play Movies, YouTube ","Amazon Video, Google Play Movies, YouTube ",RKO Radio Pictures,Unknown
