Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
The Barn Dance,7,English,"Minnie Mouse has to choose between two dance partners, as clumsy Mickey competes with the more experienced Pete for the pleasure of her company.",1929,"Animation, Comedy",short film,Walt Disney,Walt Disney,Disney Plus ,,,Walt Disney Productions,Unknown
The Karnival Kid,8,English,"Mickey Mouse is working as a hot dog vendor at a carnival when he meets and quickly falls for Minnie the ""Shimmy Dancer"". That night, Mickey and a pair of alley cats serenade her by performing the song ""Sweet Adeline"", much to the dismay of Kat Nipp, who is trying to sleep. The short marks Mickey's first speaking appearance.",1929,"Animation, Comedy","cartoon cat, hot dog, short film","Carl W. Stalling, Walt Disney","Walt Disney, Ub Iwerks",,,,Walt Disney Productions,Unknown
The Organist at St. Vitus' Cathedral,78,Czech,"The most important silent film by director Martin Frič. Poet Vitezslav Nezval did scenographic modifications to the original story by Václav Wasserman. Film producer Jaroslav Stransky didn’t witness premier; because of fear of financial collapse, he killed himself.",1929,Drama,None,"Suzanne Marwille, L. H. Struna, Otto Zahrádka, Karel Hašler, Oskar Marion",Martin Frič,,,,,Unknown
Hearts in Exile,82,English,"In this romance set in Russia, a fisherman's daughter is jilted by her true love and instead marries a baron. Time passes and the two men meet each other in Siberia where they have both been exiled. When the poorer man has the opportunity to come home, he changes places with the baron so that he can return to his wife. Unbeknownst to him, she has gone to the frozen wasteland to search for him.",1929,Romance,siberia,"Dolores Costello, David Torrence, Grant Withers, George Fawcett, James Kirkwood",Michael Curtiz,,,,Warner Bros. Pictures,Unknown
Jazz Heaven,68,English,A young songwriter struggles to make good in New York.,1929,Comedy,"jazz, musical","Sally O'Neil, Joseph Cawthorn, Clyde Cook, Johnny Mack Brown, Albert Conti",Melville W. Brown,,,,RKO Radio Pictures,Unknown
The Hollywood Revue of 1929,115,English,An all-star revue featuring MGM contract players.,1929,"Comedy, Music","dancing, musical, revue, hollywood, singing, skit, all star, variety show","John Gilbert, Norma Shearer, Joan Crawford, Jack Benny, Conrad Nagel",Charles Reisner,,,,Metro-Goldwyn-Mayer,Unknown
Diary of a Lost Girl,113,German,"Thymian Henning, an innocent young girl, is raped by the clerk of her father's pharmacy. She becomes pregnant, is rejected by her family, and must fend for herself in a harsh, cruel world.",1929,Drama,"rape, based on novel or book, brothel, inheritance, prostitution, reformatory, silent film, girls' reformatory, brothel madam, innocent, cold cruel world, fallen woman","Louise Brooks, André Roanne, Fritz Rasp, Josef Rovenský, Vera Pawlowa",G.W. Pabst,,"Amazon Video, Google Play Movies, YouTube, Vudu ","Amazon Video, Google Play Movies, YouTube, Vudu, Kino Now ","Hom-AG für Filmfabrikation, Pabst-Film",Unknown
Rain,12,Dutch,A lyrical portrait of Amsterdam and its changing appearance during a rain-shower.,1929,Documentary,"rain, black and white, silent film, short film, poetic documentary",,"Joris Ivens, Mannus Franken",,,,Capi-Holland,Unknown
The Love Trap,71,English,"A chorus girl loses her job and thus the room she owes back rent on, and ends up being rescued from the street by a dashing rich man. But his family isn't over-accepting of chorus girls joining their family.",1929,"Comedy, Romance",None,"Laura La Plante, Robert Ellis, Neil Hamilton, Norman Trevor, Jocelyn Lee",William Wyler,,,,Universal Pictures,Unknown
The Taming of the Shrew,63,English,"Adapted from Shakespeare's play: Baptista Minola, a wealthy resident of Padua, is the father of Katherine and Bianca. The younger daughter, Bianca, is charming and has many suitors. But her father will not allow Bianca to be married until her older sister, who is notoriously quarrelsome and bad-tempered, is married first. When Petruchio comes from Verona to Padua in search of a wife, he hears of this situation, and he accepts the challenge of trying to woo and marry the ill-natured Katherine.",1929,Comedy,None,"Edwin Maxwell, Joseph Cawthorn, Douglas Fairbanks, Clyde Cook, Mary Pickford",Sam Taylor,Fandor Amazon Channel ,Amazon Video ,Amazon Video ,"United Artists, Elton Corporation, Pickford Corporation",Unknown
