Title,Runtime (minutes),Language,Overview,Release Year,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
House,92,English,"Roger Cobb, a divorced horror novelist coming to terms with the disappearance of his young son, inherits an old mansion home to malevolent supernatural residents.",1986,"Comedy, Horror, Fantasy","vietnam war, vietnam veteran, haunted house, author, new neighbor, novelist, next door neighbor, neighbor neighbor relationship, divorced man, guilty conscience, dream like experience, divorced couple, missing son, war trauma, subconscious, unresolved issues, traumatized man, intergenerational trauma, flirty neighbor","Kay Lenz, Richard Moll, Mary Stavin, George Wendt, William Katt",Steve Miner,Amazon Prime Video ,"Apple TV, Amazon Video, Vudu, Microsoft Store ","Apple TV, Amazon Video, Vudu, Microsoft Store ",New World Pictures,Unknown
8 Million Ways to Die,115,English,"Scudder is a detective with the Sheriff's Department who is forced to shoot a violent suspect during a narcotics raid. The ensuing psychological aftermath of this shooting worsens his drinking problem and this alcoholism causes him to lose his job, as well as his marriage.",1986,"Thriller, Crime","prostitute, showdown, based on novel or book, investigation, los angeles, california, alcoholic, private detective, warehouse, neo-noir, 1980s, alcoholics anonymous","Rosanna Arquette, Alexandra Paul, Jeff Bridges, Randy Brooks, Andy García",Hal Ashby,,,,PSO,Unknown
Short Circuit,98,English,"After a lightning bolt zaps a robot named Number 5, the lovable machine starts to think he's human and escapes the lab. Hot on his trail is his designer, Newton, who hopes to get to Number 5 before the military does. In the meantime, a spunky animal lover mistakes the robot for an alien and takes him in, teaching her new guest about life on Earth.",1986,"Science Fiction, Comedy, Family","artificial intelligence (a.i.), lightning, oregon, usa, robot, military, childlike","Ally Sheedy, Steve Guttenberg, Fisher Stevens, Austin Pendleton, G.W. Bailey",John Badham,Hoopla ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Redbox ",Vudu ,"TriStar Pictures, PSO, The Turman-Foster Company",Unknown
Flight of the Navigator,90,English,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",1986,"Family, Science Fiction, Adventure","florida, farewell, artificial intelligence (a.i.), flying saucer, nasa, homesickness, extraterrestrial technology, time travel, alien, electronic music score, dog, pets, alien technology, time jump","Cliff DeYoung, Veronica Cartwright, Sarah Jessica Parker, Paul Reubens, Joey Cramer",Randal Kleiser,Disney Plus ,"Apple TV, Vudu ",,"New Star Entertainment, Walt Disney Pictures, Viking Film, PSO",Unknown
Yu Pui Tsuen,93,Unknown,"Adapted from the same infamous ancient text as the popular 1992 opus Sex and Zen, this film. Mei Yeung-sun is a man of letters who is less than thrilled with his sex life with his comely young wife Ti Yuk-xiang. Yet when Mei uncovers the family sex manual, their physical relationship improves considerably. So successful is the transformation that the two spend all of their time in the sack, much to the consternation of the girl's father. Later, Mei leaves home supposedly to become an official in the big city. In fact, Mei really plans to troll around the countryside and have sex with as many women as possible. Thanks to the advice of master thief Tsoi Kwun-lung, Mei visits a noted doctor and leaves the place with a massive newly installed penis. Brimming with cocksure confidence, he soon seduces lonely housewife Yim-fong. Her thuggish husband Kuan Low-si soon gets his revenge.",1986,,None,"Cheung Wing-Yee, Paul Che Biu-law, Kwan Hoi-San, Yumi Mizushima, Mizue Morita",Ho Fan,,,,,Unknown
Jumpin' Jack Flash,105,English,"Terry works for a bank, and uses computers to communicate with clients all over the world. One day, she gets a strange coded message from an unknown source. After decoding the message, Terry becomes embroiled in an espionage ring. People are killed, and Terry is chased. Throughout, she remains in contact with this mysterious person, who needs Terry's help save his life.",1986,"Romance, Comedy, Thriller","cia, computer, kgb, chat, mole, agent, woman director","Annie Potts, Whoopi Goldberg, Carol Kane, Stephen Collins, John Wood",Penny Marshall,,"Amazon Video, Google Play Movies, YouTube ","Amazon Video, Google Play Movies, YouTube ","Lawrence Gordon Productions, Silver Pictures, 20th Century Fox",Unknown
Castle in the Sky,125,Japanese,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,1986,"Adventure, Fantasy, Animation, Action, Family, Romance","army, flying, magic, mine, castle, lost civilisation, pirate, orphan, government agent, floating, pendant, blue sky, air pirate, crystal, anime","Fujio Tokita, Mayumi Tanaka, Minori Terada, Kotoe Hatsui, Keiko Yokozawa",Hayao Miyazaki,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Studio Ghibli, Nibariki, Tokuma Shoten",https://gkids.com/films/castle-in-the-sky
The Hitcher,98,English,"On a stormy night, young Jim, who transports a luxury car from Chicago to California to deliver it to its owner, feeling tired and sleepy, picks up a mysterious hitchhiker, who has appeared out of nowhere, thinking that a good conversation will help him not to fall asleep. He will have enough time to deeply regret such an unmeditated decision.",1986,"Horror, Action, Thriller","cop-killer, sadism, gun, gas station, psychopath, falsely accused, mass murder, paranoia, highway, road trip, serial killer, man hunt, hitchhiker, desert, road movie, truck stop","Rutger Hauer, Jeffrey DeMunn, Billy Green Bush, C. Thomas Howell, Jennifer Jason Leigh",Robert Harmon,Max Amazon Channel ,,,Feldman/Meeker Productions,Unknown
The Money Pit,91,English,"After being evicted from their Manhattan apartment, a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit.",1986,"Comedy, Romance","rock star, chaos, price, house, home ownership","Tom Hanks, Joe Mantegna, Maureen Stapleton, Alexander Godunov, Shelley Long",Richard Benjamin,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Amblin Entertainment, Universal Pictures",Unknown
The Fly,96,English,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.",1986,"Horror, Science Fiction","monster, experiment, mutation, toronto, canada, mutant, transformation, remake, creature, scientist, bodily dismemberment, parasite underneath skin, fly (insect), animal horror, melting, fly/human hybrid, in-home laboratory, body horror","John Getz, Geena Davis, Leslie Carlson, Joy Boushel, Jeff Goldblum",David Cronenberg,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","SLM Production Group, Brooksfilms",Unknown
At Close Range,111,English,"Brad Whitewood Jr. lives in rural Pennsylvania and has few prospects. Against his mother's wishes, he seeks out his estranged father, the head of a gang of thieves in a nearby town. Though his new girlfriend supports his criminal ambitions, Brad Jr. soon learns that his father is a dangerous man. Inspired by the real events that led to the end of the Johnston Gang, who operated in the northeastern United States in the 1970s.",1986,"Crime, Drama, Thriller","small town, rape, pennsylvania, usa, money laundering, 1970s, tractor, based on true story, sociopath, organized crime, drugs, witness to murder, teenage love, crime family, courtroom, jobless, grand theft auto, police investigation, farm house, police interrogation, farm girl, criminal organization, life of crime, father son relationship, criminal life","Mary Stuart Masterson, Millie Perkins, Sean Penn, Christopher Walken, Chris Penn",James Foley,"Hoopla, ScreenPix Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Hemdale Film Corporation, Cinema '85",Unknown
Eliminators,96,English,"A former pilot rebels against his creator, teaming up with the scientist responsible for android technology, her pet robot Spot, a rough-and-tumble riverboat guide, and a martial arts warrior.",1986,"Action, Science Fiction","android, kung fu, saving the world, self sacrifice, cyborg, hologram, time travel, mad scientist, ancient rome, flashback, jungle, airplane crash, martial arts master, world domination, neaderthal, mandroid, pet robot, savage tribe","Conan Lee, Andrew Prine, Denise Crosby, Patrick Reynolds, Roy Dotrice",Peter Manoogian,,,,"Empire Pictures, Altar Productions",Unknown
Sid and Nancy,114,English,"January 1978. After their success in England, the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend, Nancy Spungen, who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city, the turbulent couple definitely falls into the depths of drug addiction.",1986,"Drama, Romance","1970s, drug addiction, punk rock, based on true story, sex pistols, co-workers relationship, punk band, sid vicious, music tour, music manager, chelsea hotel, musical acts, toxic relationship","Andrew Schofield, David Hayman, Chloe Webb, Gary Oldman, Debby Bishop",Alex Cox,IndieFlix ,,,"Initial Pictures, Zenith Entertainment",Unknown
